feature,city,lasso_coef,ridge_coef
bathrooms_text_4 shared baths,Copenhagen,-27.87666936792433,-35.59363081392549
bathrooms_text_4.5 baths,Copenhagen,0.0,0.0
bathrooms_text_5 baths,Copenhagen,-0.0,-5.889428321525665
bathrooms_text_Half-bath,Copenhagen,-0.0,-9.327727963860962
bathrooms_text_Private half-bath,Copenhagen,-0.0,-5.827655866195953
bathrooms_text_Shared half-bath,Copenhagen,-0.0,-9.914976892233618
property_type_Entire Alternative,Copenhagen,0.0,-2.1786494051218
property_type_Entire Luxury,Copenhagen,0.00941762008350354,6.74021886454511
property_type_Entire Standard,Copenhagen,0.0,-3.2711729978697224
property_type_Hotel,Copenhagen,-1.318651420921073,-14.631461821297844
property_type_Private Standard,Copenhagen,-0.0,-0.4207263933704499
property_category_Hotel,Copenhagen,-1.2650539188356825e-15,-14.63146182129783
property_category_Luxury,Copenhagen,0.0,6.74021886454471
property_category_Special,Copenhagen,-0.0,-4.875269981877411
property_category_Standard,Copenhagen,0.0,-3.289228779620429
