,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price_local,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_to_center_km,city,property_type_grouped,property_privacy_level,property_category
29478,within an hour,90%,79%,f,1.0,1.0,t,Gamle Oslo,59.90982276578701,10.764291349138272,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1186.0,4,20.0,1.0,7.0,1125.0,1125.0,4.2,1125.0,t,8.0,14.0,15.0,173.0,14.0,12.0,0.0,15,3.0,96.0,113856.0,4.79,4.93,4.57,4.71,5.0,4.79,4.79,f,1.0,1.0,0.0,0.0,0.81,Oslo,Entire Standard,Entire,Standard
29480,within a day,100%,38%,f,1.0,3.0,t,Gamle Oslo,59.90962,10.79813,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,0.0,1350.0,1,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,0.0,5.0,33.0,205.0,2.0,2.0,0.0,33,0.0,12.0,16200.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.6,Oslo,Entire Standard,Entire,Standard
29481,within a day,70%,46%,f,1.0,1.0,t,Frogner,59.9212421,10.714939,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,805.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,7.0,7.0,7.0,212.0,35.0,20.0,3.0,7,15.0,120.0,96600.0,4.83,4.89,4.91,4.94,4.89,4.89,4.89,f,1.0,1.0,0.0,0.0,2.23,Oslo,Entire Standard,Entire,Standard
29483,within a day,100%,40%,f,1.0,1.0,t,St. Hanshaugen,59.93121335086587,10.736813064123806,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,1777.0,4,12.0,4.0,4.0,12.0,12.0,4.0,12.0,t,27.0,57.0,87.0,177.0,4.0,2.0,0.0,91,3.0,16.0,28432.0,5.0,5.0,4.75,5.0,5.0,4.75,4.75,f,1.0,1.0,0.0,0.0,2.11,Oslo,Entire Standard,Entire,Standard
29484,within an hour,100%,100%,t,1.0,1.0,t,Gamle Oslo,59.9135,10.76332,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,791.0,1,365.0,1.0,2.0,365.0,365.0,1.6,365.0,t,3.0,3.0,8.0,54.0,57.0,45.0,1.0,8,21.0,255.0,201705.0,4.89,4.77,4.88,4.77,4.95,4.46,4.74,f,1.0,1.0,0.0,0.0,0.62,Oslo,Entire Standard,Entire,Standard
29485,within a day,100%,50%,f,1.0,1.0,t,Nordre Aker,59.9558203,10.7204458,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,4.0,1131.0,5,30.0,5.0,5.0,30.0,30.0,5.0,30.0,t,5.0,5.0,13.0,138.0,1.0,1.0,0.0,17,0.0,10.0,11310.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,f,1.0,1.0,0.0,0.0,4.99,Oslo,Entire Standard,Entire,Standard
29486,within an hour,100%,96%,t,1.0,1.0,t,Grünerløkka,59.918572,10.7666249,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,0.0,1436.0,3,365.0,3.0,4.0,365.0,365.0,3.3,365.0,t,9.0,20.0,27.0,167.0,59.0,42.0,4.0,29,24.0,252.0,361872.0,4.97,4.95,4.93,4.85,4.98,4.93,4.88,f,1.0,1.0,0.0,0.0,0.96,Oslo,Entire Standard,Entire,Standard
29487,within a day,60%,29%,f,1.0,1.0,t,Frogner,59.91716080746345,10.709937044902333,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,3.0,2218.0,2,90.0,2.0,2.0,90.0,90.0,2.0,90.0,t,30.0,60.0,90.0,90.0,20.0,5.0,2.0,90,16.0,30.0,66540.0,4.85,4.85,4.7,4.85,4.95,5.0,4.85,f,1.0,1.0,0.0,0.0,2.38,Oslo,Entire Standard,Entire,Standard
29491,within an hour,100%,99%,t,11.0,11.0,t,Frogner,59.9119531187132,10.723896409772069,Entire Standard,Entire home/apt,6.0,1.0,1 bath,3.0,3.0,1023.0,1,365.0,1.0,2.0,1125.0,1125.0,1.3,1125.0,t,13.0,42.0,72.0,252.0,99.0,74.0,6.0,76,42.0,255.0,260865.0,4.79,4.81,4.67,4.87,4.89,4.94,4.76,t,10.0,10.0,0.0,0.0,1.59,Oslo,Entire Standard,Entire,Standard
29492,within a day,88%,62%,f,1.0,2.0,t,Sagene,59.94218,10.7726,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,990.0,2,15.0,2.0,2.0,15.0,15.0,2.0,15.0,t,16.0,39.0,69.0,159.0,11.0,9.0,0.0,73,4.0,54.0,53460.0,5.0,4.91,4.82,4.91,5.0,4.91,4.91,f,1.0,1.0,0.0,0.0,3.34,Oslo,Entire Standard,Entire,Standard
29493,within a day,100%,40%,f,1.0,1.0,t,Grünerløkka,59.9158982535332,10.770166716384198,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,990.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,0.0,0.0,0.0,176.0,8.0,2.0,0.0,0,6.0,12.0,11880.0,5.0,5.0,5.0,5.0,5.0,5.0,4.88,f,1.0,1.0,0.0,0.0,1.03,Oslo,Entire Standard,Entire,Standard
29494,within a few hours,100%,0%,f,1.0,1.0,f,Grünerløkka,59.93143935102132,10.781838186085224,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1131.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,0.0,0.0,8.0,8.0,2.0,0.0,0.0,8,2.0,0.0,0.0,4.5,4.5,5.0,4.0,5.0,4.5,5.0,f,1.0,1.0,0.0,0.0,2.56,Oslo,Entire Standard,Entire,Standard
29495,within an hour,100%,96%,t,2.0,3.0,t,Gamle Oslo,59.905492,10.7605012,Hotel,Private room,2.0,0.5,Shared half-bath,1.0,1.0,903.0,1,30.0,1.0,1.0,30.0,30.0,1.0,30.0,t,25.0,53.0,56.0,56.0,87.0,51.0,7.0,56,42.0,255.0,230265.0,4.93,4.94,4.93,4.9,4.99,4.94,4.84,f,2.0,1.0,1.0,0.0,1.04,Oslo,Hotel,Hotel,Hotel
29496,within an hour,100%,50%,f,2.0,2.0,t,Gamle Oslo,59.90994943835183,10.796764371198847,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,1.0,783.0,2,7.0,2.0,2.0,7.0,7.0,2.0,7.0,t,0.0,23.0,33.0,123.0,2.0,2.0,0.0,37,0.0,12.0,9396.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2.0,1.0,1.0,0.0,2.52,Oslo,Entire Standard,Entire,Standard
29497,within an hour,100%,50%,f,1.0,1.0,t,Nordre Aker,59.96123,10.7886282,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,0.0,1500.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,29.0,59.0,89.0,269.0,2.0,2.0,0.0,93,0.0,12.0,18000.0,5.0,5.0,5.0,4.5,4.5,5.0,5.0,f,1.0,1.0,0.0,0.0,5.64,Oslo,Entire Standard,Entire,Standard
29499,within a few hours,100%,97%,t,1.0,1.0,t,Frogner,59.920555322439306,10.726210549543786,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,0.0,957.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,6.0,23.0,49.0,229.0,36.0,20.0,1.0,53,22.0,120.0,114840.0,4.92,4.94,4.53,4.83,4.94,4.92,4.89,f,1.0,1.0,0.0,0.0,1.63,Oslo,Entire Standard,Entire,Standard
29502,within a few hours,100%,84%,t,6.0,14.0,t,Frogner,59.9084823,10.7218117,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,2039.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,22.0,52.0,82.0,354.0,57.0,40.0,5.0,86,23.0,240.0,489360.0,4.96,4.93,4.95,4.93,5.0,4.98,4.81,f,2.0,2.0,0.0,0.0,1.8,Oslo,Entire Standard,Entire,Standard
29503,within an hour,100%,97%,f,7.0,10.0,t,St. Hanshaugen,59.93402713889211,10.727658010610478,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,1289.0,1,180.0,1.0,1.0,180.0,180.0,1.0,180.0,t,13.0,13.0,26.0,116.0,30.0,24.0,0.0,30,8.0,144.0,185616.0,4.7,4.87,4.73,4.9,4.9,4.83,4.8,f,7.0,7.0,0.0,0.0,2.62,Oslo,Entire Standard,Entire,Standard
29504,within a day,50%,39%,t,1.0,1.0,t,Grünerløkka,59.92164,10.76167,Entire Standard,Entire home/apt,5.0,2.0,2 baths,3.0,0.0,2800.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,26.0,40.0,58.0,238.0,18.0,12.0,0.0,62,7.0,72.0,201600.0,5.0,5.0,4.94,4.83,5.0,5.0,4.94,f,1.0,1.0,0.0,0.0,1.01,Oslo,Entire Standard,Entire,Standard
29507,within a day,100%,40%,f,2.0,2.0,t,Frogner,59.92824496799692,10.727273672819138,Entire Luxury,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1940.0,3,7.0,3.0,3.0,7.0,7.0,3.0,7.0,t,29.0,59.0,89.0,269.0,3.0,0.0,0.0,93,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.12,Oslo,Entire Luxury,Entire,Luxury
29509,within an hour,100%,50%,f,2.0,2.0,t,Gamle Oslo,59.91201349184345,10.795351355951894,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,957.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,20.0,50.0,80.0,260.0,3.0,0.0,0.0,84,3.0,0.0,0.0,4.0,4.67,4.0,5.0,5.0,4.33,4.67,f,2.0,1.0,1.0,0.0,2.41,Oslo,Hotel,Hotel,Hotel
29511,within a few hours,100%,83%,f,1.0,1.0,t,St. Hanshaugen,59.9247579,10.7444423,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1044.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,2.0,10.0,18.0,48.0,32.0,20.0,1.0,18,17.0,120.0,125280.0,4.84,4.91,4.75,4.88,4.97,4.78,4.81,f,1.0,1.0,0.0,0.0,1.28,Oslo,Entire Standard,Entire,Standard
29515,within an hour,100%,67%,f,1.0,1.0,t,Sagene,59.93524071580459,10.754077494759231,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,0.0,949.0,3,360.0,3.0,3.0,360.0,360.0,3.0,360.0,t,9.0,9.0,9.0,9.0,8.0,5.0,0.0,9,4.0,30.0,28470.0,4.88,4.88,5.0,4.88,4.88,4.88,4.88,f,1.0,1.0,0.0,0.0,2.38,Oslo,Entire Standard,Entire,Standard
29516,within a day,100%,50%,f,1.0,1.0,f,Grünerløkka,59.92379397872868,10.76282833076032,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2250.0,4,21.0,4.0,10.0,21.0,21.0,4.6,21.0,t,0.0,0.0,0.0,36.0,1.0,1.0,0.0,0,0.0,8.0,18000.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.25,Oslo,Entire Standard,Entire,Standard
29517,within an hour,100%,92%,f,1.0,1.0,f,Østensjø,59.89797,10.84719,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,891.0,3,30.0,3.0,5.0,30.0,30.0,3.1,30.0,t,0.0,0.0,7.0,65.0,9.0,5.0,1.0,11,5.0,30.0,26730.0,5.0,4.89,5.0,4.89,5.0,4.78,4.89,f,1.0,1.0,0.0,0.0,5.58,Oslo,Entire Standard,Entire,Standard
29519,within an hour,100%,100%,f,1.0,1.0,t,Stovner,59.9541992,10.9297257,Hotel,Private room,1.0,1.0,1 bath,1.0,1.0,450.0,1,10.0,1.0,1.0,10.0,10.0,1.0,10.0,t,21.0,51.0,81.0,171.0,3.0,3.0,0.0,85,0.0,18.0,8100.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,0.0,1.0,0.0,10.86,Oslo,Hotel,Hotel,Hotel
29524,within an hour,100%,100%,f,3.0,3.0,t,Grünerløkka,59.92302572675331,10.75502315590427,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1594.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,6.0,6.0,6.0,92.0,1.0,1.0,0.0,6,0.0,8.0,12752.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.03,Oslo,Entire Standard,Entire,Standard
29525,within an hour,100%,94%,t,1.0,1.0,t,St. Hanshaugen,59.918654164539646,10.750212117577576,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1087.0,3,30.0,2.0,4.0,30.0,30.0,3.0,30.0,t,3.0,3.0,3.0,12.0,15.0,12.0,0.0,5,6.0,72.0,78264.0,4.93,5.0,4.8,4.73,5.0,4.93,4.73,f,1.0,1.0,0.0,0.0,0.54,Oslo,Entire Standard,Entire,Standard
29528,within a few hours,100%,63%,f,1.0,1.0,t,St. Hanshaugen,59.92182138236847,10.735006447089653,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1568.0,2,365.0,2.0,6.0,365.0,365.0,2.3,365.0,t,8.0,8.0,17.0,31.0,10.0,10.0,0.0,21,6.0,60.0,94080.0,4.9,5.0,5.0,5.0,5.0,4.8,4.9,f,1.0,1.0,0.0,0.0,1.3,Oslo,Entire Standard,Entire,Standard
29529,within a day,100%,0%,f,1.0,1.0,t,Sagene,59.93331,10.76399,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,872.0,7,14.0,7.0,7.0,14.0,14.0,7.0,14.0,t,14.0,44.0,74.0,74.0,2.0,0.0,0.0,74,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.26,Oslo,Entire Standard,Entire,Standard
29530,within an hour,100%,100%,t,1.0,1.0,t,Grünerløkka,59.925650551020254,10.758205577731133,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,957.0,4,365.0,2.0,3.0,365.0,365.0,2.0,365.0,t,0.0,0.0,8.0,8.0,15.0,5.0,0.0,8,10.0,40.0,38280.0,4.87,4.87,4.67,4.87,5.0,4.93,4.87,f,1.0,1.0,0.0,0.0,1.35,Oslo,Entire Standard,Entire,Standard
29531,within a few hours,100%,92%,t,2.0,2.0,t,Ullern,59.9161351,10.641453,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,804.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,0.0,27.0,57.0,237.0,21.0,16.0,2.0,61,6.0,96.0,77184.0,4.95,5.0,4.95,5.0,5.0,5.0,4.9,f,1.0,1.0,0.0,0.0,6.18,Oslo,Entire Standard,Entire,Standard
29532,within a day,50%,23%,f,1.0,1.0,f,Østensjø,59.91109299999999,10.8331972,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,522.0,3,7.0,3.0,3.0,7.0,7.0,3.0,7.0,t,22.0,52.0,82.0,82.0,24.0,5.0,1.0,82,20.0,30.0,15660.0,4.92,4.92,5.0,4.92,4.92,4.79,4.92,f,1.0,0.0,1.0,0.0,4.53,Oslo,Hotel,Hotel,Hotel
29533,within an hour,100%,78%,f,1.0,1.0,t,St. Hanshaugen,59.91811442316043,10.748628092054968,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1239.0,4,365.0,4.0,5.0,365.0,365.0,4.1,365.0,t,5.0,5.0,5.0,122.0,28.0,14.0,0.0,5,20.0,112.0,138768.0,4.93,4.93,4.68,4.89,4.96,4.96,4.82,f,1.0,1.0,0.0,0.0,0.51,Oslo,Entire Standard,Entire,Standard
29534,within an hour,100%,100%,f,2.0,3.0,t,St. Hanshaugen,59.92428,10.74297,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1575.0,4,365.0,2.0,4.0,365.0,365.0,4.0,365.0,t,2.0,12.0,12.0,12.0,12.0,8.0,1.0,12,4.0,64.0,100800.0,4.58,4.67,4.58,4.92,4.75,5.0,4.58,f,1.0,1.0,0.0,0.0,1.26,Oslo,Entire Standard,Entire,Standard
29535,within a day,50%,11%,f,1.0,1.0,t,Grünerløkka,59.929822968424574,10.794629640877249,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1900.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,26.0,56.0,86.0,266.0,3.0,2.0,0.0,90,1.0,12.0,22800.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.95,Oslo,Entire Standard,Entire,Standard
29538,within an hour,100%,100%,f,1.0,1.0,t,Vestre Aker,59.93923840000001,10.6504354,Entire Standard,Entire home/apt,4.0,1.5,1.5 baths,2.0,3.0,1449.0,4,14.0,4.0,4.0,14.0,14.0,4.0,14.0,t,28.0,58.0,88.0,363.0,1.0,1.0,0.0,92,0.0,8.0,11592.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,t,1.0,1.0,0.0,0.0,6.33,Oslo,Entire Standard,Entire,Standard
29540,within a day,100%,100%,f,1.0,1.0,t,St. Hanshaugen,59.918784962831225,10.749179609119892,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,964.0,5,100.0,1.0,5.0,100.0,100.0,5.0,100.0,t,0.0,0.0,4.0,25.0,19.0,6.0,2.0,4,14.0,60.0,57840.0,4.42,4.47,4.63,4.21,4.84,4.58,4.53,f,1.0,1.0,0.0,0.0,0.57,Oslo,Entire Standard,Entire,Standard
29546,within a day,100%,50%,f,1.0,1.0,f,Bjerke,59.94691,10.8063,Entire Standard,Entire home/apt,8.0,2.0,2 baths,3.0,5.0,2716.0,6,21.0,6.0,6.0,21.0,21.0,6.0,21.0,t,29.0,59.0,89.0,356.0,3.0,2.0,0.0,89,1.0,24.0,65184.0,4.67,5.0,4.0,4.33,5.0,4.67,4.67,f,1.0,1.0,0.0,0.0,4.75,Oslo,Entire Standard,Entire,Standard
29550,within an hour,100%,79%,t,1.0,1.0,t,Østensjø,59.89865207653595,10.809692591428757,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,1222.0,2,8.0,2.0,2.0,8.0,8.0,2.0,8.0,t,0.0,25.0,37.0,65.0,21.0,12.0,1.0,37,13.0,72.0,87984.0,5.0,5.0,5.0,4.95,5.0,4.9,5.0,f,1.0,1.0,0.0,0.0,3.63,Oslo,Entire Standard,Entire,Standard
29555,within a few hours,100%,73%,f,1.0,2.0,t,Sagene,59.93931667481294,10.75747931656082,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,990.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,21.0,48.0,62.0,62.0,10.0,8.0,1.0,62,2.0,48.0,47520.0,4.9,4.9,4.7,5.0,4.9,5.0,5.0,f,1.0,1.0,0.0,0.0,2.84,Oslo,Entire Standard,Entire,Standard
29556,within an hour,100%,100%,f,6.0,6.0,t,St. Hanshaugen,59.920932118196355,10.748738166452537,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1070.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,11.0,11.0,11.0,11.0,77.0,65.0,4.0,11,24.0,255.0,272850.0,4.7,4.81,4.7,4.6,4.94,4.79,4.71,f,3.0,3.0,0.0,0.0,0.81,Oslo,Entire Standard,Entire,Standard
29557,within an hour,100%,50%,f,2.0,3.0,t,Sagene,59.94118212554629,10.763255386730131,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1295.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,10.0,18.0,34.0,35.0,6.0,4.0,3.0,35,2.0,24.0,31080.0,4.67,4.83,5.0,4.67,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,3.1,Oslo,Entire Standard,Entire,Standard
29561,within an hour,100%,88%,t,2.0,3.0,t,Nordstrand,59.89693619999999,10.7907713,Entire Standard,Entire home/apt,8.0,2.0,2 baths,4.0,2.0,3825.0,1,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,9.0,10.0,23.0,23.0,1.0,1.0,0.0,23,0.0,6.0,22950.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,f,2.0,1.0,1.0,0.0,2.86,Oslo,Entire Standard,Entire,Standard
29562,within a day,100%,40%,t,3.0,4.0,t,Vestre Aker,59.940268170958035,10.698690712451937,Entire Standard,Entire home/apt,2.0,1.0,1 bath,2.0,2.0,675.0,5,365.0,5.0,5.0,365.0,365.0,5.0,365.0,t,9.0,38.0,63.0,338.0,11.0,1.0,0.0,67,10.0,10.0,6750.0,4.82,4.91,4.91,5.0,5.0,4.73,4.82,f,1.0,1.0,0.0,0.0,4.18,Oslo,Entire Standard,Entire,Standard
29563,within an hour,100%,56%,t,2.0,2.0,t,Frogner,59.90975559382993,10.722231652203462,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,0.0,1800.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,6.0,6.0,6.0,61.0,3.0,3.0,0.0,6,0.0,18.0,32400.0,4.33,4.67,4.67,3.67,5.0,5.0,4.67,f,1.0,1.0,0.0,0.0,1.73,Oslo,Entire Standard,Entire,Standard
29564,within a day,100%,50%,f,2.0,3.0,f,Vestre Aker,59.95064,10.70528,Entire Standard,Entire home/apt,6.0,2.5,2.5 baths,4.0,4.0,799.0,5,16.0,5.0,5.0,16.0,16.0,5.0,16.0,t,0.0,0.0,0.0,60.0,1.0,1.0,0.0,0,0.0,10.0,7990.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,f,2.0,1.0,1.0,0.0,4.85,Oslo,Entire Standard,Entire,Standard
29565,within a day,88%,68%,t,1.0,3.0,t,Gamle Oslo,59.917702045559395,10.761742660843865,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1193.0,3,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,18.0,43.0,73.0,289.0,20.0,13.0,3.0,77,9.0,78.0,93054.0,4.9,4.9,4.9,4.7,5.0,4.9,4.85,f,1.0,1.0,0.0,0.0,0.68,Oslo,Entire Standard,Entire,Standard
29567,within a few hours,100%,79%,t,1.0,1.0,t,Sagene,59.94476145933747,10.766876824200152,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,895.0,5,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,5.0,35.0,65.0,155.0,17.0,15.0,1.0,69,7.0,150.0,134250.0,5.0,5.0,5.0,4.88,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,3.53,Oslo,Entire Standard,Entire,Standard
29572,within a few hours,100%,31%,f,1.0,1.0,f,Ullern,59.92373749999999,10.6792581,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,2.0,1266.0,4,40.0,4.0,4.0,40.0,40.0,4.0,40.0,t,25.0,55.0,85.0,85.0,10.0,5.0,0.0,85,6.0,40.0,50640.0,4.6,4.9,4.3,5.0,4.6,4.9,4.5,f,1.0,1.0,0.0,0.0,4.21,Oslo,Entire Standard,Entire,Standard
29573,within a day,100%,25%,f,1.0,1.0,t,Sagene,59.9345211,10.7628863,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1150.0,5,50.0,5.0,14.0,50.0,50.0,5.1,50.0,t,0.0,25.0,55.0,55.0,6.0,1.0,0.0,55,6.0,10.0,11500.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.37,Oslo,Entire Standard,Entire,Standard
29574,within a few hours,100%,40%,f,1.0,1.0,t,Grünerløkka,59.92585,10.77711,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1485.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,28.0,58.0,88.0,268.0,5.0,4.0,0.0,92,1.0,24.0,35640.0,5.0,5.0,4.6,5.0,5.0,5.0,4.8,f,1.0,1.0,0.0,0.0,1.92,Oslo,Entire Standard,Entire,Standard
29576,within a few hours,100%,75%,f,1.0,2.0,t,Frogner,59.92135,10.69062,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,3.0,1200.0,1,50.0,1.0,1.0,50.0,50.0,1.0,50.0,t,0.0,0.0,0.0,7.0,27.0,11.0,0.0,0,16.0,66.0,79200.0,4.85,4.89,4.67,4.7,5.0,4.78,4.78,f,1.0,1.0,0.0,0.0,3.53,Oslo,Entire Standard,Entire,Standard
29577,within a day,70%,59%,f,1.0,2.0,t,Sagene,59.93447857846843,10.7529773586719,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1188.0,3,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,23.0,53.0,83.0,173.0,7.0,6.0,2.0,87,1.0,36.0,42768.0,4.86,4.57,4.71,5.0,5.0,4.86,4.71,f,1.0,1.0,0.0,0.0,2.29,Oslo,Entire Standard,Entire,Standard
29581,within a few hours,75%,26%,t,1.0,1.0,t,Gamle Oslo,59.91276791834959,10.771093121929365,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,747.0,20,365.0,9.0,12.0,365.0,365.0,12.0,365.0,t,9.0,10.0,33.0,33.0,5.0,2.0,0.0,33,3.0,80.0,59760.0,4.6,4.2,4.8,5.0,5.0,5.0,4.6,f,1.0,1.0,0.0,0.0,1.06,Oslo,Entire Standard,Entire,Standard
29582,within an hour,100%,84%,f,1.0,1.0,t,Vestre Aker,59.9722751,10.6461069,Entire Standard,Entire home/apt,6.0,1.5,1.5 baths,2.0,3.0,1488.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,8.0,16.0,22.0,214.0,14.0,14.0,0.0,23,0.0,84.0,124992.0,4.93,4.86,5.0,5.0,5.0,4.86,4.93,f,1.0,1.0,0.0,0.0,8.78,Oslo,Entire Standard,Entire,Standard
29584,within a few hours,100%,93%,f,2.0,2.0,t,Frogner,59.91282,10.7175,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,4.0,1428.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,5.0,5.0,24.0,203.0,12.0,4.0,0.0,27,8.0,24.0,34272.0,4.83,4.92,5.0,5.0,5.0,5.0,4.75,f,2.0,2.0,0.0,0.0,1.94,Oslo,Entire Standard,Entire,Standard
29587,within an hour,100%,93%,t,1.0,1.0,t,Gamle Oslo,59.90789339999999,10.7622676,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1461.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,13.0,37.0,61.0,314.0,53.0,34.0,7.0,62,26.0,204.0,298044.0,4.92,4.96,4.96,4.79,4.98,4.81,4.81,f,1.0,1.0,0.0,0.0,0.87,Oslo,Entire Standard,Entire,Standard
