,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price_local,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_to_center_km,city,property_type_grouped,property_privacy_level,property_category
31357,within an hour,100%,100%,t,2.0,2.0,t,Bjerke,59.926045506552406,10.80800754236014,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,500.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,23.0,50.0,74.0,154.0,46.0,46.0,5.0,74,5.0,255.0,127500.0,4.96,4.87,5.0,5.0,5.0,4.8,4.98,t,2.0,1.0,1.0,0.0,3.39,Oslo,Hotel,Hotel,Hotel
31358,within an hour,92%,96%,t,1.0,1.0,t,St. Hanshaugen,59.91643307147134,10.7543605341544,Entire Standard,Entire home/apt,5.0,1.5,1.5 baths,2.0,2.0,1502.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,3.0,13.0,26.0,28.0,57.0,57.0,5.0,28,0.0,255.0,383010.0,4.68,4.7,4.6,4.63,4.86,4.37,4.58,t,1.0,1.0,0.0,0.0,0.31,Oslo,Entire Standard,Entire,Standard
31359,within a day,90%,42%,f,5.0,7.0,t,Gamle Oslo,59.91612929999999,10.7887992,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1405.0,2,1125.0,1.0,4.0,1125.0,1125.0,4.0,1125.0,t,28.0,31.0,39.0,129.0,7.0,7.0,1.0,43,0.0,42.0,59010.0,4.86,5.0,4.71,5.0,5.0,5.0,4.86,f,5.0,2.0,3.0,0.0,2.06,Oslo,Entire Standard,Entire,Standard
31360,within an hour,100%,96%,f,1.0,1.0,f,Vestre Aker,59.94371057681046,10.677328796295154,Hotel,Private room,3.0,0.5,Private half-bath,1.0,1.0,749.0,1,14.0,1.0,1.0,14.0,14.0,1.0,14.0,t,30.0,60.0,90.0,365.0,18.0,18.0,0.0,94,0.0,108.0,80892.0,4.39,4.5,4.78,4.5,4.89,4.67,4.44,f,1.0,0.0,1.0,0.0,5.33,Oslo,Hotel,Hotel,Hotel
31361,within a day,100%,87%,f,1.0,1.0,f,Grünerløkka,59.924496268578885,10.778000865586629,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1125.0,2,14.0,2.0,5.0,14.0,14.0,2.3,14.0,t,5.0,21.0,21.0,193.0,9.0,9.0,1.0,21,1.0,54.0,60750.0,4.89,5.0,5.0,4.78,4.89,4.89,4.89,f,1.0,1.0,0.0,0.0,1.86,Oslo,Entire Standard,Entire,Standard
31363,within an hour,100%,94%,t,1.0,2.0,t,Sagene,59.94274,10.75507,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,767.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,6.0,26.0,56.0,331.0,55.0,55.0,7.0,60,3.0,255.0,195585.0,4.78,4.89,4.62,4.85,4.93,4.75,4.73,f,1.0,1.0,0.0,0.0,3.21,Oslo,Entire Standard,Entire,Standard
31365,within an hour,100%,100%,t,3.0,3.0,t,St. Hanshaugen,59.92951,10.73379,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,996.0,2,100.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,8.0,13.0,17.0,232.0,36.0,36.0,9.0,21,0.0,216.0,215136.0,4.94,4.94,4.94,4.97,5.0,4.97,4.86,t,3.0,3.0,0.0,0.0,2.02,Oslo,Entire Standard,Entire,Standard
31366,within an hour,99%,99%,f,90.0,223.0,t,Gamle Oslo,59.9110667,10.7636093,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,1899.0,2,365.0,2.0,3.0,365.0,365.0,2.9,365.0,t,18.0,42.0,62.0,306.0,9.0,9.0,0.0,66,2.0,54.0,102546.0,4.44,4.56,4.67,3.78,4.67,4.56,4.44,t,18.0,18.0,0.0,0.0,0.71,Oslo,Entire Standard,Entire,Standard
31367,within an hour,100%,80%,f,2.0,2.0,f,Frogner,59.9134592,10.7151501,Entire Standard,Entire home/apt,5.0,1.5,1.5 baths,2.0,2.0,1555.0,3,90.0,3.0,3.0,90.0,90.0,3.0,90.0,t,7.0,7.0,7.0,7.0,7.0,7.0,0.0,7,2.0,42.0,65310.0,5.0,4.86,5.0,4.71,4.86,4.86,4.86,f,1.0,1.0,0.0,0.0,2.07,Oslo,Entire Standard,Entire,Standard
31368,within a few hours,86%,35%,t,2.0,2.0,f,Nordre Aker,59.9521829,10.7829035,Entire Luxury,Entire home/apt,5.0,1.0,1 bath,1.0,3.0,2610.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,0.0,27.0,57.0,332.0,1.0,1.0,0.0,61,0.0,6.0,15660.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,f,1.0,1.0,0.0,0.0,4.59,Oslo,Entire Luxury,Entire,Luxury
31375,within an hour,100%,83%,t,1.0,1.0,t,Sentrum,59.91966439824476,10.727854163013673,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,1486.0,2,5.0,2.0,2.0,5.0,5.0,2.0,5.0,t,0.0,0.0,27.0,27.0,18.0,18.0,0.0,27,1.0,108.0,160488.0,4.94,5.0,4.94,4.89,5.0,5.0,4.83,f,1.0,1.0,0.0,0.0,1.5,Oslo,Entire Standard,Entire,Standard
31380,within a few hours,100%,85%,f,1.0,1.0,t,St. Hanshaugen,59.92131885163905,10.748320557672114,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1740.0,3,30.0,2.0,3.0,30.0,30.0,3.0,30.0,t,7.0,19.0,36.0,102.0,10.0,10.0,0.0,40,0.0,60.0,104400.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,f,1.0,1.0,0.0,0.0,0.85,Oslo,Entire Standard,Entire,Standard
31382,within a few hours,100%,33%,f,1.0,1.0,t,Sagene,59.93685771308769,10.756476715952823,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,713.0,5,365.0,5.0,5.0,365.0,365.0,5.0,365.0,t,0.0,0.0,0.0,174.0,1.0,1.0,0.0,0,0.0,10.0,7130.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.56,Oslo,Entire Standard,Entire,Standard
31383,within a few hours,100%,20%,f,1.0,1.0,f,Frogner,59.9287204,10.7193908,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,655.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,0.0,11.0,39.0,310.0,1.0,1.0,0.0,43,0.0,6.0,3930.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.46,Oslo,Entire Standard,Entire,Standard
31387,within a day,100%,100%,f,1.0,1.0,t,Grünerløkka,59.92925,10.76452,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1800.0,2,365.0,2.0,4.0,365.0,365.0,2.1,365.0,t,0.0,0.0,6.0,190.0,7.0,7.0,0.0,10,2.0,42.0,75600.0,5.0,5.0,5.0,4.86,5.0,4.86,4.86,f,1.0,1.0,0.0,0.0,1.84,Oslo,Entire Standard,Entire,Standard
31388,within a day,70%,14%,f,1.0,1.0,t,Gamle Oslo,59.9065795,10.7604012,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1698.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,30.0,60.0,90.0,365.0,4.0,4.0,0.0,94,2.0,24.0,40752.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,0.93,Oslo,Entire Standard,Entire,Standard
31390,within a few hours,100%,88%,f,1.0,1.0,f,Gamle Oslo,59.913132476832935,10.759632676721193,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1218.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,8.0,24.0,41.0,78.0,13.0,13.0,1.0,45,0.0,78.0,95004.0,4.54,4.38,4.62,4.77,4.77,4.15,4.46,f,1.0,1.0,0.0,0.0,0.42,Oslo,Entire Standard,Entire,Standard
31396,a few days or more,0%,4%,f,1.0,1.0,t,Bjerke,59.943921574078566,10.809306816618708,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,653.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,11.0,39.0,67.0,342.0,1.0,1.0,0.0,71,1.0,6.0,3918.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,4.61,Oslo,Entire Standard,Entire,Standard
31399,within an hour,100%,75%,f,1.0,1.0,t,Bjerke,59.92562239999999,10.8112654,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,876.0,2,13.0,2.0,2.0,13.0,13.0,2.0,13.0,t,0.0,0.0,9.0,10.0,5.0,5.0,0.0,10,1.0,30.0,26280.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,1.0,1.0,0.0,0.0,3.54,Oslo,Entire Standard,Entire,Standard
31400,within a day,100%,71%,f,1.0,4.0,t,Gamle Oslo,59.90319,10.78755,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1040.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,3.0,3.0,12.0,32.0,10.0,10.0,1.0,16,3.0,60.0,62400.0,4.6,4.6,4.4,4.9,5.0,4.8,4.7,f,1.0,1.0,0.0,0.0,2.3,Oslo,Entire Standard,Entire,Standard
31401,within a day,90%,32%,f,1.0,1.0,t,St. Hanshaugen,59.93311480000001,10.7284304,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,810.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,22.0,52.0,82.0,357.0,20.0,20.0,1.0,86,4.0,120.0,97200.0,4.9,4.85,4.6,4.95,5.0,5.0,4.85,f,1.0,1.0,0.0,0.0,2.51,Oslo,Entire Standard,Entire,Standard
31405,within an hour,90%,68%,f,2.0,2.0,t,Frogner,59.92205,10.7038,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,1293.0,1,365.0,1.0,2.0,365.0,365.0,2.0,365.0,t,19.0,48.0,78.0,351.0,43.0,43.0,2.0,82,0.0,255.0,329715.0,4.81,4.91,4.81,4.95,4.98,4.86,4.74,f,2.0,2.0,0.0,0.0,2.85,Oslo,Entire Standard,Entire,Standard
31406,within an hour,100%,27%,f,1.0,1.0,t,Gamle Oslo,59.90845,10.78283,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,1.0,2185.0,4,300.0,4.0,4.0,300.0,300.0,4.0,300.0,t,29.0,59.0,89.0,179.0,16.0,16.0,0.0,93,2.0,128.0,279680.0,4.88,4.88,4.69,4.94,5.0,4.81,4.88,f,1.0,1.0,0.0,0.0,1.81,Oslo,Entire Standard,Entire,Standard
31409,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.924529011233425,10.759986783757244,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1125.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,12.0,30.0,52.0,318.0,35.0,35.0,1.0,54,4.0,210.0,236250.0,4.46,4.66,4.66,4.94,4.43,4.83,4.54,f,88.0,88.0,0.0,0.0,1.26,Oslo,Entire Standard,Entire,Standard
31410,within an hour,100%,100%,t,1.0,1.0,t,Nordre Aker,59.960813107058094,10.771698050309167,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1200.0,2,8.0,2.0,2.0,8.0,8.0,2.0,8.0,t,7.0,33.0,53.0,53.0,15.0,15.0,3.0,53,0.0,90.0,108000.0,5.0,5.0,5.0,4.93,5.0,5.0,4.87,f,1.0,1.0,0.0,0.0,5.33,Oslo,Entire Standard,Entire,Standard
31412,within a few hours,100%,92%,f,3.0,3.0,t,St. Hanshaugen,59.9300912,10.7494909,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1097.0,2,365.0,2.0,5.0,365.0,365.0,2.1,365.0,t,6.0,10.0,11.0,56.0,17.0,17.0,0.0,14,1.0,102.0,111894.0,4.88,5.0,4.88,5.0,5.0,4.82,4.88,f,2.0,2.0,0.0,0.0,1.81,Oslo,Entire Standard,Entire,Standard
31413,within a day,50%,50%,f,1.0,1.0,t,Sagene,59.93542281092903,10.77491517611777,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1548.0,3,100.0,3.0,3.0,100.0,100.0,3.0,100.0,t,28.0,58.0,88.0,363.0,2.0,2.0,0.0,92,0.0,12.0,18576.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.71,Oslo,Entire Standard,Entire,Standard
31415,within an hour,67%,64%,f,2.0,2.0,f,Sagene,59.94558334692886,10.762364217567884,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1142.0,30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,t,25.0,55.0,85.0,175.0,3.0,3.0,0.0,89,1.0,180.0,205560.0,4.67,4.67,5.0,5.0,5.0,4.67,4.33,f,2.0,2.0,0.0,0.0,3.57,Oslo,Entire Standard,Entire,Standard
31416,within an hour,83%,100%,f,1.0,1.0,t,Nordre Aker,59.96104750117995,10.768553765672602,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,857.0,4,28.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,0.0,0.0,27.0,27.0,7.0,7.0,2.0,27,1.0,56.0,47992.0,5.0,5.0,5.0,5.0,5.0,4.86,5.0,f,1.0,1.0,0.0,0.0,5.32,Oslo,Entire Standard,Entire,Standard
31417,within a few hours,100%,76%,f,1.0,1.0,t,Frogner,59.91694,10.70975,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,705.0,2,24.0,2.0,2.0,24.0,24.0,2.0,24.0,t,6.0,6.0,6.0,6.0,11.0,11.0,3.0,6,2.0,66.0,46530.0,4.0,4.27,4.0,4.09,4.82,4.82,4.09,f,1.0,1.0,0.0,0.0,2.39,Oslo,Entire Standard,Entire,Standard
31420,within a few hours,100%,80%,f,1.0,1.0,f,Grünerløkka,59.92868824564679,10.765074414895482,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,939.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,9.0,36.0,66.0,66.0,12.0,12.0,2.0,66,1.0,72.0,67608.0,5.0,5.0,5.0,4.83,5.0,4.92,4.83,f,1.0,1.0,0.0,0.0,1.79,Oslo,Entire Standard,Entire,Standard
31421,within an hour,100%,33%,f,1.0,1.0,t,Gamle Oslo,59.907216940870185,10.77045489102602,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,1800.0,10,60.0,10.0,10.0,60.0,60.0,10.0,60.0,t,13.0,13.0,28.0,28.0,1.0,1.0,0.0,28,0.0,20.0,36000.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.26,Oslo,Entire Standard,Entire,Standard
31423,within a few hours,100%,92%,f,1.0,1.0,f,St. Hanshaugen,59.93524158081983,10.733471894872554,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,820.0,2,14.0,1.0,3.0,14.0,14.0,2.0,14.0,t,1.0,1.0,16.0,26.0,9.0,9.0,0.0,20,0.0,54.0,44280.0,4.89,4.89,4.89,5.0,5.0,5.0,4.89,f,1.0,1.0,0.0,0.0,2.59,Oslo,Entire Standard,Entire,Standard
31424,within an hour,100%,9%,f,1.0,1.0,t,Sagene,59.93581,10.75302,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1568.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,17.0,47.0,77.0,352.0,1.0,1.0,0.0,81,1.0,6.0,9408.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.44,Oslo,Entire Standard,Entire,Standard
31428,within an hour,100%,56%,t,3.0,3.0,t,Grünerløkka,59.93304554474364,10.79140003814284,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,2.0,1064.0,5,365.0,5.0,5.0,365.0,365.0,5.0,365.0,t,0.0,0.0,0.0,270.0,7.0,7.0,0.0,0,0.0,70.0,74480.0,4.86,4.86,4.86,4.86,4.86,4.57,4.86,f,3.0,3.0,0.0,0.0,3.05,Oslo,Entire Standard,Entire,Standard
31430,within an hour,100%,90%,f,1.0,2.0,t,Gamle Oslo,59.90821529999999,10.7593551,Hotel,Private room,1.0,1.0,1 private bath,1.0,1.0,566.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,6.0,22.0,52.0,142.0,98.0,98.0,8.0,56,14.0,255.0,144330.0,4.92,4.96,4.95,4.93,4.98,4.96,4.92,f,1.0,0.0,1.0,0.0,0.75,Oslo,Hotel,Hotel,Hotel
31431,within a few hours,100%,100%,f,1.0,1.0,f,St. Hanshaugen,59.92492356332337,10.735752696084504,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1080.0,2,50.0,1.0,2.0,50.0,50.0,2.0,50.0,t,10.0,15.0,24.0,40.0,1.0,1.0,0.0,28,0.0,6.0,6480.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.53,Oslo,Entire Standard,Entire,Standard
31433,within an hour,100%,96%,t,2.0,3.0,t,Gamle Oslo,59.9062,10.76158,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2478.0,1,365.0,1.0,2.0,365.0,365.0,1.0,365.0,t,25.0,54.0,84.0,84.0,6.0,6.0,1.0,84,0.0,36.0,89208.0,4.83,5.0,4.83,5.0,5.0,5.0,4.83,f,2.0,1.0,1.0,0.0,1.0,Oslo,Entire Standard,Entire,Standard
31437,within a few hours,100%,78%,f,1.0,1.0,t,Sagene,59.93735561519493,10.770398564636707,Entire Standard,Entire home/apt,5.0,2.0,2 baths,3.0,3.0,1566.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,0.0,0.0,0.0,9.0,6.0,6.0,1.0,0,0.0,48.0,75168.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.8,Oslo,Entire Standard,Entire,Standard
31440,within an hour,100%,87%,f,2.0,2.0,t,Ullern,59.93724,10.65039,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,901.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,10.0,31.0,35.0,87.0,28.0,28.0,5.0,35,5.0,168.0,151368.0,4.96,4.96,4.93,4.93,5.0,4.89,4.86,f,1.0,1.0,0.0,0.0,6.24,Oslo,Entire Standard,Entire,Standard
31441,within an hour,80%,98%,f,1.0,1.0,t,Gamle Oslo,59.91610970000001,10.7645068,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,950.0,1,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,19.0,49.0,70.0,133.0,28.0,28.0,1.0,74,3.0,168.0,159600.0,4.86,4.82,4.93,4.82,4.96,4.71,4.68,f,1.0,1.0,0.0,0.0,0.73,Oslo,Entire Standard,Entire,Standard
31443,within a few hours,100%,98%,f,1.0,1.0,t,Gamle Oslo,59.90605,10.77364,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1024.0,3,25.0,1.0,3.0,25.0,25.0,2.8,25.0,t,8.0,8.0,10.0,55.0,27.0,27.0,11.0,10,0.0,162.0,165888.0,5.0,5.0,4.96,5.0,5.0,4.88,4.92,f,1.0,1.0,0.0,0.0,1.48,Oslo,Entire Standard,Entire,Standard
31446,within a few hours,100%,51%,t,1.0,1.0,t,Frogner,59.9196241,10.70618,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,2175.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,23.0,42.0,67.0,342.0,16.0,16.0,3.0,71,2.0,96.0,208800.0,4.94,4.94,4.88,5.0,4.94,5.0,4.88,f,1.0,1.0,0.0,0.0,2.64,Oslo,Entire Standard,Entire,Standard
31447,within an hour,100%,88%,t,1.0,4.0,t,Østensjø,59.8665464,10.8357497,Entire Standard,Entire home/apt,1.0,1.0,1 bath,1.0,1.0,866.0,3,120.0,3.0,21.0,120.0,120.0,3.6,120.0,t,29.0,59.0,68.0,68.0,9.0,9.0,1.0,68,0.0,54.0,46764.0,5.0,5.0,5.0,5.0,5.0,4.56,4.89,f,1.0,1.0,0.0,0.0,7.03,Oslo,Entire Standard,Entire,Standard
31449,within an hour,100%,96%,f,2.0,2.0,t,Bjerke,59.9247801504466,10.81481238654387,Hotel,Private room,2.0,1.0,1 private bath,1.0,1.0,800.0,1,7.0,1.0,1.0,7.0,7.0,1.0,7.0,t,10.0,10.0,10.0,10.0,7.0,7.0,0.0,10,0.0,42.0,33600.0,5.0,4.86,4.86,4.71,5.0,4.57,4.71,f,2.0,1.0,1.0,0.0,3.69,Oslo,Hotel,Hotel,Hotel
31450,within an hour,100%,97%,t,8.0,17.0,t,Gamle Oslo,59.91218,10.77564,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,1114.0,1,365.0,1.0,6.0,1125.0,1125.0,5.2,1125.0,t,20.0,45.0,75.0,251.0,7.0,7.0,0.0,79,0.0,42.0,46788.0,4.86,4.86,4.71,5.0,5.0,4.71,4.86,f,8.0,8.0,0.0,0.0,1.32,Oslo,Entire Standard,Entire,Standard
31453,within an hour,100%,71%,f,1.0,1.0,f,Grünerløkka,59.925745293021926,10.757712202993387,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1778.0,2,10.0,2.0,2.0,10.0,10.0,2.0,10.0,t,28.0,58.0,88.0,363.0,5.0,5.0,0.0,92,1.0,30.0,53340.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.35,Oslo,Entire Standard,Entire,Standard
31456,within an hour,100%,86%,t,1.0,1.0,f,Sagene,59.94871,10.77528,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,740.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,0.0,0.0,0.0,27.0,11.0,11.0,0.0,0,2.0,66.0,48840.0,5.0,5.0,4.73,5.0,5.0,4.91,4.91,f,1.0,1.0,0.0,0.0,4.08,Oslo,Entire Standard,Entire,Standard
31457,within an hour,100%,100%,f,2.0,2.0,t,Bjerke,59.945069257311104,10.842619389295578,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,587.0,7,365.0,2.0,7.0,1125.0,1125.0,6.9,1125.0,t,3.0,3.0,3.0,274.0,4.0,4.0,1.0,3,0.0,56.0,32872.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1.0,1.0,0.0,0.0,6.11,Oslo,Entire Standard,Entire,Standard
31460,within a day,100%,17%,f,1.0,1.0,f,Grünerløkka,59.92021386051598,10.763638501852435,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1125.0,2,20.0,5.0,5.0,20.0,20.0,5.0,20.0,t,1.0,2.0,6.0,281.0,1.0,1.0,0.0,10,0.0,6.0,6750.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,0.95,Oslo,Entire Standard,Entire,Standard
31462,within a day,100%,83%,f,1.0,2.0,t,Frogner,59.9322621,10.7201879,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,4.0,2200.0,2,31.0,2.0,2.0,31.0,31.0,2.0,31.0,t,11.0,23.0,43.0,237.0,28.0,28.0,3.0,47,1.0,168.0,369600.0,4.71,4.82,4.5,4.82,4.93,4.89,4.75,f,1.0,1.0,0.0,0.0,2.71,Oslo,Entire Standard,Entire,Standard
31463,within an hour,100%,100%,t,5.0,5.0,t,St. Hanshaugen,59.91723220000001,10.7513515,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,858.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,21.0,50.0,79.0,173.0,13.0,13.0,4.0,83,1.0,78.0,66924.0,5.0,5.0,5.0,4.92,5.0,4.92,4.92,t,1.0,1.0,0.0,0.0,0.37,Oslo,Entire Standard,Entire,Standard
31464,a few days or more,33%,100%,f,1.0,1.0,t,Frogner,59.92004976267696,10.716150504819334,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,934.0,1,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,3.0,33.0,63.0,338.0,8.0,8.0,0.0,67,2.0,48.0,44832.0,5.0,5.0,4.38,5.0,5.0,4.88,4.88,f,1.0,1.0,0.0,0.0,2.12,Oslo,Entire Standard,Entire,Standard
31465,within an hour,100%,92%,t,1.0,1.0,t,St. Hanshaugen,59.91566734382547,10.752640258197037,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,1281.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,17.0,38.0,53.0,53.0,22.0,22.0,1.0,53,0.0,132.0,169092.0,4.86,4.68,4.77,4.82,4.95,4.59,4.59,f,1.0,1.0,0.0,0.0,0.2,Oslo,Entire Standard,Entire,Standard
31468,within a few hours,100%,100%,t,1.0,1.0,t,Grorud,59.9560574,10.8586609,Entire Standard,Entire home/apt,8.0,1.5,1.5 baths,5.0,5.0,1928.0,4,30.0,3.0,10.0,30.0,30.0,4.4,30.0,t,0.0,0.0,0.0,33.0,5.0,5.0,0.0,0,0.0,40.0,77120.0,4.8,4.6,4.6,5.0,5.0,4.8,4.6,f,1.0,1.0,0.0,0.0,7.56,Oslo,Entire Standard,Entire,Standard
31469,within an hour,100%,91%,t,1.0,1.0,t,Gamle Oslo,59.91172980139565,10.778956813786545,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,638.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,12.0,12.0,12.0,12.0,39.0,39.0,7.0,12,0.0,234.0,149292.0,5.0,4.97,5.0,5.0,4.97,4.97,4.92,f,1.0,0.0,1.0,0.0,1.51,Oslo,Hotel,Hotel,Hotel
31471,within a day,100%,33%,f,1.0,3.0,f,St. Hanshaugen,59.92383148235645,10.740090284417429,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,943.0,2,21.0,2.0,4.0,21.0,21.0,2.0,21.0,t,3.0,6.0,14.0,15.0,1.0,1.0,1.0,15,0.0,6.0,5658.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.29,Oslo,Entire Standard,Entire,Standard
31474,within a day,58%,82%,f,1.0,1.0,t,Gamle Oslo,59.918374788593624,10.788976707432552,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,892.0,1,60.0,1.0,25.0,1125.0,1125.0,7.0,1125.0,t,29.0,32.0,32.0,32.0,24.0,24.0,2.0,32,1.0,144.0,128448.0,4.79,4.88,4.83,4.92,4.83,4.67,4.83,f,1.0,1.0,0.0,0.0,2.11,Oslo,Entire Standard,Entire,Standard
