,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price_local,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_to_center_km,city,property_type_grouped,property_privacy_level,property_category,has_reviews
1269,within a day,100%,0%,f,1.0,1.0,t,Frederiksberg,55.68406,12.54201,Entire Standard,Entire home/apt,6.0,1.0,1 bath,3.0,3.0,1677.0,4,40.0,4.0,4.0,40.0,40.0,4.0,40.0,t,12.0,17.0,17.0,17.0,51.0,0.0,0.0,17,0.0,0.0,0.0,4.96,4.94,4.86,5.0,5.0,4.8,4.82,f,1.0,1.0,0.0,0.0,1.87,Copenhagen,Entire Standard,Entire,Standard,1
1270,within a few hours,100%,44%,f,1.0,1.0,t,Indre By,55.69566016164838,12.578442165740814,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,960.0,7,365.0,3.0,7.0,365.0,365.0,6.7,365.0,t,23.0,23.0,52.0,52.0,2.0,2.0,0.0,52,0.0,28.0,26880.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.27,Copenhagen,Entire Standard,Entire,Standard,1
1272,within an hour,100%,78%,f,1.0,1.0,t,Østerbro,55.70922,12.5596,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1010.0,2,14.0,2.0,3.0,14.0,14.0,2.0,14.0,t,10.0,13.0,23.0,23.0,28.0,28.0,3.0,23,14.0,168.0,169680.0,4.93,4.89,4.89,4.79,5.0,4.86,4.79,f,1.0,1.0,0.0,0.0,3.72,Copenhagen,Entire Standard,Entire,Standard,1
1273,within a day,50%,75%,f,3.0,3.0,t,Nørrebro,55.69145,12.54347,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,950.0,6,50.0,6.0,6.0,50.0,50.0,6.0,50.0,t,13.0,16.0,16.0,16.0,26.0,2.0,0.0,16,2.0,24.0,22800.0,4.77,4.81,4.65,4.88,4.96,5.0,4.85,f,1.0,1.0,0.0,0.0,2.31,Copenhagen,Entire Standard,Entire,Standard,1
1275,within a day,100%,0%,f,1.0,1.0,t,Amager Øst,55.65789,12.6116,Entire Standard,Entire home/apt,8.0,1.5,1.5 baths,3.0,4.0,1500.0,7,21.0,7.0,7.0,21.0,21.0,7.0,21.0,t,0.0,0.0,0.0,78.0,9.0,0.0,0.0,0,0.0,0.0,0.0,4.56,4.5,4.0,4.38,4.56,4.56,4.44,f,1.0,1.0,0.0,0.0,3.39,Copenhagen,Entire Standard,Entire,Standard,1
1276,within a few hours,100%,76%,f,3.0,3.0,t,Østerbro,55.72562,12.57355,Entire Standard,Entire home/apt,8.0,2.0,2 baths,4.0,4.0,5500.0,3,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,1.0,15.0,39.0,314.0,41.0,10.0,1.0,137,8.0,60.0,330000.0,4.95,5.0,4.88,4.95,4.9,4.98,4.9,f,1.0,1.0,0.0,0.0,5.52,Copenhagen,Entire Standard,Entire,Standard,1
1277,within a day,67%,10%,f,1.0,1.0,t,Frederiksberg,55.67716912672137,12.518358393254108,Entire Standard,Entire home/apt,6.0,1.0,1 bath,3.0,3.0,1596.0,4,14.0,4.0,4.0,14.0,14.0,4.0,14.0,t,5.0,9.0,10.0,124.0,3.0,3.0,0.0,38,3.0,24.0,38304.0,5.0,5.0,4.67,5.0,5.0,5.0,4.67,f,1.0,1.0,0.0,0.0,3.13,Copenhagen,Entire Standard,Entire,Standard,1
1278,within an hour,100%,92%,t,3.0,3.0,t,Nørrebro,55.69587,12.55584,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,1288.0,5,40.0,5.0,5.0,40.0,40.0,5.0,40.0,t,4.0,4.0,9.0,9.0,33.0,3.0,1.0,9,1.0,30.0,38640.0,5.0,5.0,5.0,5.0,5.0,4.76,4.88,f,2.0,1.0,1.0,0.0,2.33,Copenhagen,Entire Standard,Entire,Standard,1
1283,within an hour,100%,50%,f,1.0,1.0,t,Indre By,55.68181,12.56345,Entire Standard,Entire home/apt,6.0,1.0,1 bath,3.0,5.0,2070.0,2,28.0,1.0,2.0,28.0,28.0,2.0,28.0,t,14.0,16.0,16.0,277.0,24.0,6.0,0.0,98,7.0,36.0,74520.0,4.96,4.79,4.88,4.88,4.83,4.83,4.88,f,1.0,1.0,0.0,0.0,0.7,Copenhagen,Entire Standard,Entire,Standard,1
1285,within a day,100%,100%,f,1.0,2.0,t,Amager Øst,55.66274,12.61412,Entire Standard,Entire home/apt,7.0,1.0,1 bath,3.0,5.0,1642.0,7,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,t,22.0,37.0,37.0,120.0,41.0,3.0,0.0,37,5.0,42.0,68964.0,4.73,4.78,4.71,4.9,4.9,4.72,4.74,f,1.0,1.0,0.0,0.0,3.23,Copenhagen,Entire Standard,Entire,Standard,1
1286,within an hour,100%,83%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,55.66572,12.55239,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,912.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,10.0,12.0,12.0,12.0,60.0,5.0,0.0,12,6.0,30.0,27360.0,4.92,4.95,4.95,4.98,4.98,4.8,4.75,f,1.0,1.0,0.0,0.0,1.53,Copenhagen,Entire Standard,Entire,Standard,1
1287,within an hour,100%,100%,t,2.0,2.0,t,Indre By,55.69282,12.57895,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1427.0,2,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,t,3.0,5.0,8.0,8.0,47.0,3.0,0.0,8,3.0,18.0,25686.0,4.51,4.64,4.11,4.89,4.89,4.78,4.52,f,2.0,1.0,1.0,0.0,1.98,Copenhagen,Entire Standard,Entire,Standard,1
1288,within an hour,100%,83%,f,1.0,1.0,t,Nørrebro,55.68895,12.55711,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,3.0,1080.0,3,21.0,3.0,3.0,21.0,21.0,3.0,21.0,t,10.0,13.0,13.0,116.0,61.0,5.0,1.0,20,5.0,30.0,32400.0,4.95,4.9,4.93,4.84,5.0,4.93,4.8,f,1.0,1.0,0.0,0.0,1.59,Copenhagen,Entire Standard,Entire,Standard,1
1289,within an hour,100%,96%,t,2.0,2.0,t,Amager Øst,55.65198,12.62052,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,429.0,3,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,13.0,27.0,30.0,30.0,41.0,17.0,2.0,30,4.0,102.0,43758.0,4.78,4.76,4.8,4.8,4.8,4.63,4.63,f,2.0,1.0,1.0,0.0,4.23,Copenhagen,Hotel,Hotel,Hotel,1
1290,within a few hours,100%,100%,f,1.0,4.0,t,Nørrebro,55.68693,12.54602,Entire Standard,Entire home/apt,1.0,1.0,1 bath,0.0,2.0,321.0,60,730.0,7.0,70.0,730.0,730.0,61.2,730.0,t,4.0,4.0,4.0,255.0,37.0,3.0,0.0,74,3.0,255.0,81855.0,4.59,4.92,4.72,4.92,4.97,4.81,4.49,f,1.0,1.0,0.0,0.0,1.84,Copenhagen,Entire Standard,Entire,Standard,1
1293,within a few hours,100%,81%,t,2.0,2.0,t,Østerbro,55.7024,12.5903,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1439.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,6.0,8.0,14.0,169.0,156.0,10.0,2.0,47,15.0,60.0,86340.0,4.74,4.84,4.71,4.93,4.89,4.72,4.64,f,1.0,1.0,0.0,0.0,3.23,Copenhagen,Entire Standard,Entire,Standard,1
1299,within an hour,100%,100%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,55.67281,12.56294,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,630.0,3,120.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,3.0,5.0,5.0,29.0,143.0,11.0,2.0,5,13.0,66.0,41580.0,4.73,4.85,4.45,4.91,4.92,4.82,4.81,t,1.0,1.0,0.0,0.0,0.5,Copenhagen,Entire Standard,Entire,Standard,1
1301,a few days or more,20%,24%,f,1.0,1.0,t,Vanløse,55.68612,12.49423,Entire Luxury,Entire home/apt,6.0,2.0,2 baths,3.0,4.0,1183.0,3,1125.0,3.0,4.0,1125.0,1125.0,3.0,1125.0,t,6.0,9.0,14.0,238.0,121.0,12.0,2.0,73,14.0,72.0,85176.0,4.88,4.93,4.64,4.98,4.95,4.89,4.85,f,1.0,1.0,0.0,0.0,4.78,Copenhagen,Entire Luxury,Entire,Luxury,1
1302,within an hour,100%,44%,f,1.0,2.0,t,Brønshøj-Husum,55.70656,12.49703,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,3.0,1250.0,6,18.0,6.0,6.0,18.0,18.0,6.0,18.0,t,8.0,9.0,17.0,281.0,26.0,3.0,0.0,104,5.0,36.0,45000.0,4.92,4.92,4.92,4.92,4.96,4.88,4.92,f,1.0,1.0,0.0,0.0,5.61,Copenhagen,Entire Standard,Entire,Standard,1
1305,within an hour,100%,38%,f,1.0,1.0,t,Nørrebro,55.6838,12.55811,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,3.0,855.0,8,14.0,2.0,8.0,14.0,14.0,7.9,14.0,t,9.0,9.0,10.0,278.0,47.0,2.0,0.0,97,2.0,32.0,27360.0,4.87,4.89,4.87,4.87,5.0,4.81,4.7,f,1.0,1.0,0.0,0.0,1.07,Copenhagen,Entire Standard,Entire,Standard,1
1306,within a day,100%,0%,f,1.0,1.0,t,Nørrebro,55.6915,12.56036,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1360.0,3,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0.0,11.0,12.0,194.0,45.0,0.0,0.0,12,0.0,0.0,0.0,4.71,4.73,4.69,4.91,4.93,4.89,4.61,f,1.0,1.0,0.0,0.0,1.78,Copenhagen,Entire Standard,Entire,Standard,1
1308,within an hour,100%,77%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,55.66625,12.55079,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,987.0,3,365.0,1.0,3.0,365.0,365.0,3.0,365.0,t,5.0,9.0,9.0,9.0,16.0,7.0,1.0,9,9.0,42.0,41454.0,4.94,4.94,4.88,5.0,5.0,4.88,4.81,f,1.0,1.0,0.0,0.0,1.55,Copenhagen,Entire Standard,Entire,Standard,1
1310,within a few hours,100%,15%,f,1.0,1.0,t,Indre By,55.68707,12.61345,Entire Luxury,Entire home/apt,5.0,1.5,1.5 baths,3.0,3.0,1891.0,3,46.0,3.0,3.0,46.0,46.0,3.0,46.0,t,8.0,13.0,22.0,271.0,12.0,2.0,0.0,93,1.0,12.0,22692.0,5.0,5.0,5.0,5.0,5.0,4.92,5.0,f,1.0,1.0,0.0,0.0,3.08,Copenhagen,Entire Luxury,Entire,Luxury,1
1311,a few days or more,0%,5%,f,1.0,3.0,t,Nørrebro,55.68869,12.55206,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,935.0,2,1125.0,3.0,5.0,1125.0,1125.0,5.0,1125.0,t,6.0,13.0,35.0,35.0,64.0,3.0,0.0,35,3.0,18.0,16830.0,4.94,4.84,4.84,4.87,4.91,4.81,4.77,f,1.0,1.0,0.0,0.0,1.73,Copenhagen,Entire Standard,Entire,Standard,1
1315,within a few hours,100%,50%,f,8.0,10.0,t,Vesterbro-Kongens Enghave,55.67133,12.55722,Entire Standard,Entire home/apt,4.0,2.0,2 baths,2.0,3.0,3169.0,4,600.0,4.0,4.0,600.0,600.0,4.0,600.0,t,12.0,39.0,69.0,344.0,77.0,3.0,0.0,162,3.0,24.0,76056.0,4.75,4.84,4.78,4.86,4.86,4.77,4.61,f,8.0,7.0,1.0,0.0,0.87,Copenhagen,Entire Standard,Entire,Standard,1
1317,within a day,100%,80%,t,2.0,2.0,t,Amager Øst,55.65867,12.63283,Entire Luxury,Entire home/apt,6.0,2.0,2 baths,4.0,6.0,1249.0,6,730.0,6.0,10.0,730.0,730.0,6.2,730.0,t,10.0,14.0,14.0,14.0,4.0,1.0,0.0,14,1.0,12.0,14988.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,4.49,Copenhagen,Entire Luxury,Entire,Luxury,1
1320,within a few hours,100%,94%,t,1.0,1.0,t,Vanløse,55.68713,12.49319,Entire Standard,Entire home/apt,5.0,2.0,2 baths,2.0,3.0,1508.0,2,10.0,2.0,2.0,10.0,10.0,2.0,10.0,t,6.0,7.0,7.0,17.0,280.0,12.0,1.0,17,19.0,72.0,108576.0,4.95,4.88,4.89,4.97,4.99,4.9,4.87,f,1.0,1.0,0.0,0.0,4.87,Copenhagen,Entire Standard,Entire,Standard,1
1327,within a day,100%,73%,f,1.0,1.0,t,Nørrebro,55.69111,12.56059,Entire Standard,Entire home/apt,4.0,1.0,1 bath,3.0,0.0,1500.0,3,1125.0,1.0,3.0,1125.0,1125.0,3.0,1125.0,t,5.0,6.0,10.0,209.0,52.0,7.0,0.0,31,8.0,42.0,63000.0,4.85,4.9,4.69,4.88,4.94,4.92,4.67,f,1.0,1.0,0.0,0.0,1.74,Copenhagen,Entire Standard,Entire,Standard,1
1330,within a day,67%,89%,f,1.0,1.0,t,Indre By,55.67818,12.58892,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,2.0,2185.0,4,1125.0,1.0,4.0,1125.0,1125.0,4.0,1125.0,t,13.0,15.0,15.0,15.0,80.0,5.0,2.0,15,4.0,40.0,87400.0,4.85,4.93,4.76,4.9,4.93,4.98,4.75,f,1.0,1.0,0.0,0.0,1.31,Copenhagen,Entire Standard,Entire,Standard,1
1331,within a day,80%,0%,f,2.0,7.0,t,Vesterbro-Kongens Enghave,55.66789,12.54796,Hotel,Private room,1.0,1.0,1 private bath,1.0,1.0,325.0,2,140.0,2.0,2.0,140.0,140.0,2.0,140.0,t,12.0,20.0,50.0,50.0,44.0,0.0,0.0,50,0.0,0.0,0.0,4.16,4.4,4.3,4.53,4.47,4.58,4.19,f,1.0,0.0,1.0,0.0,1.57,Copenhagen,Hotel,Hotel,Hotel,1
1333,within a day,100%,81%,t,2.0,2.0,t,Frederiksberg,55.6799,12.54875,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,3.0,1594.0,4,31.0,4.0,4.0,31.0,31.0,4.0,31.0,t,5.0,10.0,10.0,132.0,69.0,9.0,0.0,10,10.0,72.0,114768.0,4.78,4.91,4.46,4.99,4.99,4.93,4.81,f,1.0,1.0,0.0,0.0,1.3,Copenhagen,Entire Standard,Entire,Standard,1
1335,within an hour,100%,100%,f,1.0,3.0,t,Vesterbro-Kongens Enghave,55.66335,12.54351,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1028.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,20.0,24.0,24.0,24.0,57.0,12.0,5.0,24,9.0,72.0,74016.0,4.7,4.67,4.16,4.96,4.96,4.88,4.54,f,1.0,1.0,0.0,0.0,2.1,Copenhagen,Entire Standard,Entire,Standard,1
1338,within a day,100%,0%,f,1.0,1.0,t,Amager Øst,55.65709,12.63283,Entire Standard,Entire home/apt,6.0,2.0,2 baths,4.0,4.0,2405.0,7,1125.0,5.0,7.0,1125.0,1125.0,7.0,1125.0,t,8.0,9.0,9.0,198.0,11.0,1.0,0.0,21,1.0,14.0,33670.0,5.0,5.0,4.91,4.91,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,4.57,Copenhagen,Entire Standard,Entire,Standard,1
1341,within a few hours,100%,62%,f,1.0,1.0,t,Amager Vest,55.66494,12.5769,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,900.0,4,7.0,2.0,4.0,7.0,7.0,4.0,7.0,t,1.0,2.0,10.0,10.0,37.0,5.0,0.0,10,6.0,40.0,36000.0,4.78,4.92,4.95,5.0,4.97,4.89,4.75,f,1.0,1.0,0.0,0.0,1.35,Copenhagen,Entire Standard,Entire,Standard,1
1346,within a few hours,100%,79%,t,2.0,2.0,t,Amager Øst,55.65076,12.62184,Entire Luxury,Entire home/apt,4.0,1.5,1.5 baths,2.0,2.0,1202.0,7,700.0,6.0,7.0,700.0,700.0,6.9,700.0,t,17.0,17.0,17.0,17.0,13.0,3.0,0.0,17,3.0,42.0,50484.0,4.69,4.77,4.77,4.85,4.92,4.46,4.54,f,1.0,1.0,0.0,0.0,4.38,Copenhagen,Entire Luxury,Entire,Luxury,1
1348,a few days or more,0%,0%,f,1.0,1.0,t,Frederiksberg,55.68217,12.53403,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1500.0,3,5.0,3.0,3.0,5.0,5.0,3.0,5.0,t,15.0,34.0,57.0,147.0,31.0,0.0,0.0,147,0.0,0.0,0.0,4.97,5.0,4.9,4.93,4.93,4.9,4.8,f,1.0,1.0,0.0,0.0,2.25,Copenhagen,Entire Standard,Entire,Standard,1
1349,within an hour,100%,65%,t,2.0,2.0,t,Nørrebro,55.68979,12.54179,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,1204.0,4,30.0,4.0,4.0,30.0,30.0,4.0,30.0,t,3.0,5.0,5.0,244.0,32.0,3.0,0.0,66,4.0,24.0,28896.0,4.84,4.84,4.91,4.88,4.88,4.88,4.81,f,1.0,1.0,0.0,0.0,2.25,Copenhagen,Entire Standard,Entire,Standard,1
1352,a few days or more,33%,9%,f,1.0,1.0,t,Amager Øst,55.65858,12.63494,Entire Standard,Entire home/apt,6.0,2.0,2 baths,4.0,5.0,1755.0,5,21.0,1.0,5.0,21.0,21.0,5.0,21.0,t,11.0,14.0,14.0,196.0,14.0,2.0,0.0,19,2.0,20.0,35100.0,4.86,4.86,5.0,5.0,4.85,4.93,4.71,f,1.0,1.0,0.0,0.0,4.61,Copenhagen,Entire Standard,Entire,Standard,1
1356,within a day,100%,17%,f,1.0,1.0,t,Frederiksberg,55.68817,12.53634,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,3.0,1113.0,2,7.0,2.0,2.0,7.0,7.0,2.0,7.0,t,3.0,6.0,14.0,72.0,14.0,5.0,0.0,72,6.0,30.0,33390.0,4.64,4.79,4.64,4.93,5.0,4.86,4.57,f,1.0,1.0,0.0,0.0,2.41,Copenhagen,Entire Standard,Entire,Standard,1
1360,within a few hours,100%,46%,t,1.0,1.0,t,Vanløse,55.69347,12.49823,Entire Standard,Entire home/apt,1.0,1.0,1 bath,1.0,1.0,630.0,2,4.0,2.0,2.0,4.0,4.0,2.0,4.0,t,13.0,13.0,13.0,13.0,82.0,11.0,0.0,13,8.0,66.0,41580.0,4.93,4.93,4.73,4.89,4.95,4.57,4.82,f,1.0,1.0,0.0,0.0,4.8,Copenhagen,Entire Standard,Entire,Standard,1
1362,within an hour,100%,78%,t,1.0,1.0,t,Frederiksberg,55.675,12.54146,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2000.0,3,14.0,1.0,3.0,14.0,14.0,3.0,14.0,t,3.0,9.0,12.0,239.0,112.0,6.0,1.0,59,13.0,36.0,72000.0,4.92,4.97,4.94,4.91,4.95,4.93,4.86,f,1.0,1.0,0.0,0.0,1.69,Copenhagen,Entire Standard,Entire,Standard,1
1365,within a few hours,89%,73%,f,1.0,1.0,f,Indre By,55.69009,12.578,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1194.0,7,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,t,4.0,13.0,18.0,195.0,49.0,5.0,1.0,18,6.0,70.0,83580.0,4.88,4.86,4.8,4.92,4.88,4.98,4.73,f,1.0,1.0,0.0,0.0,1.67,Copenhagen,Entire Standard,Entire,Standard,1
1366,within a few hours,100%,50%,f,2.0,2.0,t,Frederiksberg,55.68136,12.54625,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1250.0,3,1125.0,1.0,7.0,1125.0,1125.0,5.8,1125.0,t,13.0,13.0,13.0,13.0,15.0,1.0,0.0,13,2.0,6.0,7500.0,4.67,4.71,4.43,4.79,4.79,4.86,4.5,f,1.0,1.0,0.0,0.0,1.5,Copenhagen,Entire Standard,Entire,Standard,1
1368,within a day,75%,75%,f,1.0,1.0,t,Frederiksberg,55.68918,12.53253,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1500.0,2,10.0,1.0,2.0,10.0,10.0,1.9,10.0,t,0.0,0.0,0.0,0.0,24.0,3.0,0.0,0,3.0,18.0,27000.0,4.92,4.83,4.96,5.0,5.0,4.96,4.88,f,1.0,1.0,0.0,0.0,2.67,Copenhagen,Entire Standard,Entire,Standard,1
1369,within an hour,100%,100%,t,1.0,1.0,t,Nørrebro,55.69878,12.54776,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,960.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,23.0,32.0,60.0,159.0,89.0,12.0,1.0,157,18.0,72.0,69120.0,4.64,4.72,4.48,4.8,4.88,4.76,4.56,f,1.0,1.0,0.0,0.0,2.83,Copenhagen,Entire Standard,Entire,Standard,1
1372,within a few hours,100%,9%,f,1.0,2.0,t,Vesterbro-Kongens Enghave,55.64617,12.55259,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,5.0,999.0,5,13.0,5.0,5.0,13.0,13.0,5.0,13.0,t,4.0,5.0,33.0,33.0,8.0,2.0,0.0,33,2.0,20.0,19980.0,4.88,4.88,4.88,4.75,5.0,4.88,5.0,f,1.0,1.0,0.0,0.0,3.47,Copenhagen,Entire Standard,Entire,Standard,1
1374,within an hour,100%,79%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,55.66625,12.55265,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,3.0,1275.0,3,60.0,2.0,2.0,60.0,60.0,2.0,60.0,t,13.0,18.0,30.0,250.0,39.0,5.0,0.0,72,7.0,30.0,38250.0,4.95,4.92,4.87,5.0,5.0,4.92,4.74,f,1.0,1.0,0.0,0.0,1.47,Copenhagen,Entire Standard,Entire,Standard,1
1375,within an hour,100%,100%,f,1.0,1.0,t,Amager Vest,55.65282,12.56425,Entire Luxury,Entire home/apt,8.0,2.0,2 baths,5.0,5.0,1875.0,4,50.0,4.0,5.0,50.0,50.0,4.0,50.0,t,6.0,6.0,6.0,6.0,52.0,4.0,0.0,6,4.0,32.0,60000.0,4.83,4.87,4.83,4.9,4.96,4.57,4.76,f,1.0,1.0,0.0,0.0,2.6,Copenhagen,Entire Luxury,Entire,Luxury,1
1378,within a few hours,100%,77%,f,1.0,1.0,t,Bispebjerg,55.69817330000001,12.5338962,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1479.0,3,10.0,3.0,3.0,10.0,10.0,3.0,10.0,t,1.0,2.0,2.0,29.0,11.0,11.0,1.0,2,5.0,66.0,97614.0,4.91,4.91,4.73,4.91,4.91,4.82,4.82,f,1.0,1.0,0.0,0.0,3.27,Copenhagen,Entire Standard,Entire,Standard,1
1379,within a day,100%,50%,f,1.0,1.0,t,Frederiksberg,55.66884,12.53439,Entire Standard,Entire home/apt,7.0,1.0,1 bath,2.0,2.0,1820.0,4,1125.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,4.0,12.0,40.0,40.0,86.0,0.0,0.0,40,1.0,0.0,0.0,4.55,4.61,4.31,4.89,4.95,4.85,4.45,f,1.0,1.0,0.0,0.0,2.27,Copenhagen,Entire Standard,Entire,Standard,1
1381,a few days or more,0%,0%,f,1.0,1.0,t,Indre By,55.68391,12.61438,Entire Standard,Entire home/apt,6.0,1.0,1 bath,3.0,3.0,4000.0,1,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,30.0,60.0,90.0,90.0,8.0,0.0,0.0,90,0.0,0.0,0.0,4.38,4.5,4.5,4.13,4.13,4.38,4.0,f,1.0,1.0,0.0,0.0,3.02,Copenhagen,Entire Standard,Entire,Standard,1
1382,within a few hours,100%,62%,t,2.0,2.0,t,Frederiksberg,55.67441,12.53815,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,1080.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,10.0,13.0,22.0,22.0,104.0,15.0,2.0,22,16.0,90.0,97200.0,4.94,4.94,4.91,4.89,4.98,4.93,4.85,f,1.0,1.0,0.0,0.0,1.9,Copenhagen,Entire Standard,Entire,Standard,1
1383,within a few hours,100%,80%,f,2.0,2.0,t,Amager Øst,55.66302,12.62572,Entire Standard,Entire home/apt,4.0,1.0,1 bath,3.0,2.0,1800.0,1,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,17.0,17.0,19.0,25.0,57.0,3.0,0.0,25,6.0,18.0,32400.0,4.88,4.96,4.79,4.96,5.0,4.89,4.75,f,1.0,1.0,0.0,0.0,3.88,Copenhagen,Entire Standard,Entire,Standard,1
1387,within an hour,100%,95%,t,1.0,1.0,t,Amager Vest,55.66714,12.58556,Hotel,Private room,1.0,1.0,1 shared bath,1.0,1.0,535.0,2,3.0,1.0,2.0,3.0,3.0,2.0,3.0,t,0.0,8.0,18.0,79.0,175.0,15.0,3.0,79,15.0,90.0,48150.0,4.85,4.94,4.93,4.96,4.96,4.89,4.78,f,1.0,0.0,1.0,0.0,1.47,Copenhagen,Hotel,Hotel,Hotel,1
1389,within a few hours,100%,0%,f,1.0,1.0,t,Frederiksberg,55.688814,12.524012,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1573.0,4,32.0,4.0,4.0,32.0,32.0,4.0,32.0,t,8.0,38.0,68.0,343.0,0.0,0.0,0.0,164,0.0,0.0,0.0,4.8920949901376325,4.76048788541985,4.794421318029154,4.904942006622577,4.916053588836944,4.878324829889134,4.7302119897839665,f,1.0,1.0,0.0,0.0,3.12,Copenhagen,Entire Standard,Entire,Standard,0
1395,within a few hours,100%,87%,t,1.0,1.0,t,Amager Øst,55.66301,12.60509,Entire Standard,Entire home/apt,6.0,1.0,1 bath,3.0,3.0,864.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,4.0,5.0,5.0,5.0,91.0,17.0,0.0,5,16.0,102.0,88128.0,5.0,4.95,4.91,4.97,4.95,4.89,4.85,f,1.0,1.0,0.0,0.0,2.73,Copenhagen,Entire Standard,Entire,Standard,1
1397,within a day,100%,100%,f,1.0,1.0,t,Brønshøj-Husum,55.71492,12.47424,Entire Luxury,Entire home/apt,4.0,2.0,2 baths,2.0,2.0,803.0,4,14.0,1.0,4.0,14.0,14.0,4.0,14.0,t,3.0,3.0,3.0,3.0,11.0,6.0,1.0,3,4.0,48.0,38544.0,5.0,4.82,5.0,5.0,5.0,4.91,4.91,f,1.0,1.0,0.0,0.0,7.31,Copenhagen,Entire Luxury,Entire,Luxury,1
