,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price_local,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_to_center_km,city,property_type_grouped,property_privacy_level,property_category,has_reviews
31183,within an hour,100%,99%,f,37.0,46.0,t,Frogner,Entire Standard,Entire home/apt,8.0,1.0,1 bath,3.0,4.0,3290.0,7,365.0,7.0,21.0,1125.0,1125.0,11.0,1125.0,t,0.0,0.0,6.0,281.0,1.0,1.0,0.0,10,0.0,14.0,46060.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,t,33.0,17.0,12.0,4.0,1.7,Oslo,Entire Standard,Entire,Standard,1
31184,within an hour,100%,99%,f,88.0,91.0,t,Sentrum,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1027.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,6.0,21.0,43.0,312.0,27.0,27.0,3.0,43,5.0,162.0,166374.0,4.44,4.63,4.74,4.78,4.67,4.67,4.41,f,88.0,88.0,0.0,0.0,0.84,Oslo,Entire Standard,Entire,Standard,1
31185,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1077.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,16.0,46.0,76.0,350.0,24.0,24.0,3.0,80,3.0,144.0,155088.0,4.38,4.39,4.04,4.87,4.61,4.87,4.35,f,88.0,88.0,0.0,0.0,1.34,Oslo,Entire Standard,Entire,Standard,1
31186,within an hour,100%,88%,f,1.0,1.0,f,Frogner,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,2.0,1131.0,5,21.0,5.0,5.0,21.0,21.0,5.0,21.0,t,0.0,0.0,3.0,184.0,4.0,4.0,0.0,3,0.0,40.0,45240.0,5.0,4.75,4.75,4.75,4.75,4.75,4.75,f,1.0,1.0,0.0,0.0,2.64,Oslo,Entire Standard,Entire,Standard,1
31187,within an hour,100%,95%,t,1.0,4.0,f,Gamle Oslo,Entire Standard,Entire home/apt,5.0,1.5,1.5 baths,3.0,3.0,2197.0,2,90.0,2.0,7.0,1125.0,1125.0,2.5,1125.0,t,21.0,51.0,73.0,77.0,19.0,19.0,2.0,77,0.0,114.0,250458.0,5.0,4.95,4.89,4.89,4.95,4.68,4.84,t,1.0,1.0,0.0,0.0,0.96,Oslo,Entire Standard,Entire,Standard,1
31191,within an hour,100%,96%,t,1.0,1.0,t,Ullern,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1084.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,10.0,30.0,60.0,60.0,27.0,27.0,4.0,60,3.0,162.0,175608.0,4.85,4.81,4.85,5.0,4.89,4.78,4.81,f,1.0,1.0,0.0,0.0,4.35,Oslo,Entire Standard,Entire,Standard,1
31194,within a day,100%,46%,t,1.0,1.0,t,Gamle Oslo,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,1350.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,28.0,44.0,74.0,164.0,9.0,9.0,0.0,78,7.0,72.0,97200.0,4.78,4.67,4.56,4.67,4.78,4.44,4.67,f,1.0,1.0,0.0,0.0,2.05,Oslo,Entire Standard,Entire,Standard,1
31195,within an hour,100%,44%,f,1.0,1.0,t,Bjerke,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1222.0,1,21.0,1.0,3.0,21.0,21.0,1.1,21.0,t,30.0,60.0,90.0,180.0,6.0,6.0,1.0,94,0.0,36.0,43992.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,3.48,Oslo,Entire Standard,Entire,Standard,1
31196,within a day,75%,47%,f,1.0,1.0,t,St. Hanshaugen,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,950.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,23.0,53.0,83.0,358.0,3.0,3.0,0.0,87,0.0,18.0,17100.0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,1.0,1.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard,1
31197,within a day,80%,53%,f,1.0,1.0,f,Nordre Aker,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,1.0,1199.0,2,365.0,2.0,4.0,365.0,365.0,2.0,365.0,t,28.0,58.0,61.0,61.0,7.0,7.0,1.0,61,2.0,42.0,50358.0,4.57,4.71,4.14,4.57,4.57,4.57,4.71,f,1.0,1.0,0.0,0.0,3.63,Oslo,Entire Standard,Entire,Standard,1
31198,within a few hours,100%,40%,f,1.0,2.0,t,Ullern,Entire Standard,Entire home/apt,5.0,2.0,2 baths,3.0,3.0,1000.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,7.0,7.0,7.0,7.0,2.0,2.0,0.0,7,1.0,12.0,12000.0,4.5,5.0,4.5,4.5,5.0,4.5,4.5,f,1.0,1.0,0.0,0.0,4.77,Oslo,Entire Standard,Entire,Standard,1
31199,within an hour,100%,29%,t,5.0,5.0,t,Grünerløkka,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,2.0,1640.0,2,30.0,2.0,5.0,30.0,30.0,2.5,30.0,t,30.0,60.0,90.0,125.0,4.0,4.0,0.0,94,0.0,24.0,39360.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,5.0,3.0,2.0,0.0,1.77,Oslo,Entire Standard,Entire,Standard,1
31202,within an hour,93%,91%,f,7.0,8.0,t,Frogner,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,831.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,1.0,1.0,1.0,19.0,53.0,53.0,0.0,1,6.0,255.0,211905.0,4.36,4.43,4.0,4.57,4.68,4.89,4.47,t,7.0,7.0,0.0,0.0,1.94,Oslo,Entire Standard,Entire,Standard,1
31203,within an hour,100%,100%,t,3.0,3.0,t,Vestre Aker,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,3.0,1307.0,30,365.0,1.0,30.0,1125.0,1125.0,21.7,1125.0,t,21.0,24.0,31.0,186.0,13.0,13.0,0.0,31,0.0,255.0,333285.0,4.69,4.62,4.54,4.62,4.85,4.69,4.54,t,2.0,2.0,0.0,0.0,3.95,Oslo,Entire Standard,Entire,Standard,1
31204,within an hour,100%,100%,f,1.0,1.0,f,Grünerløkka,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,997.0,4,30.0,3.0,4.0,30.0,30.0,4.0,30.0,t,1.0,20.0,23.0,23.0,7.0,7.0,2.0,23,0.0,56.0,55832.0,5.0,5.0,4.86,5.0,5.0,4.71,5.0,f,1.0,1.0,0.0,0.0,0.18,Oslo,Entire Standard,Entire,Standard,1
31205,within an hour,100%,90%,t,1.0,1.0,f,Gamle Oslo,Entire Standard,Entire home/apt,1.0,1.0,1 bath,0.0,1.0,843.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,26.0,52.0,82.0,262.0,25.0,25.0,2.0,86,6.0,150.0,126450.0,4.88,4.92,4.84,4.8,5.0,4.88,4.96,f,1.0,1.0,0.0,0.0,2.29,Oslo,Entire Standard,Entire,Standard,1
31206,within an hour,100%,93%,t,2.0,2.0,t,Frogner,Entire Alternative,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1795.0,1,1125.0,2.0,30.0,1125.0,1125.0,24.7,1125.0,t,0.0,0.0,8.0,283.0,48.0,48.0,5.0,12,7.0,255.0,457725.0,4.88,4.98,4.88,4.83,5.0,5.0,4.9,f,2.0,2.0,0.0,0.0,1.88,Oslo,Entire Alternative,Entire,Alternative,1
31207,a few days or more,17%,8%,f,1.0,1.0,t,St. Hanshaugen,Entire Standard,Entire home/apt,4.0,1.0,1 bath,0.0,1.0,988.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,0.0,0.0,0.0,128.0,1.0,1.0,0.0,0,0.0,6.0,5928.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.24,Oslo,Entire Standard,Entire,Standard,1
31208,within an hour,100%,50%,f,1.0,1.0,t,Gamle Oslo,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1447.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,0.0,0.0,3.0,35.0,2.0,2.0,0.0,7,0.0,16.0,23152.0,4.5,5.0,4.5,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.2,Oslo,Entire Standard,Entire,Standard,1
31209,within an hour,100%,99%,t,1.0,1.0,t,St. Hanshaugen,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,1716.0,2,365.0,2.0,4.0,365.0,365.0,2.0,365.0,t,18.0,39.0,40.0,40.0,60.0,60.0,3.0,40,6.0,255.0,437580.0,4.6,4.67,4.6,4.75,4.85,4.55,4.5,f,1.0,1.0,0.0,0.0,0.22,Oslo,Entire Standard,Entire,Standard,1
31211,within an hour,96%,100%,f,20.0,22.0,t,Østensjø,Hotel,Private room,2.0,2.5,2.5 shared baths,1.0,2.0,386.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,30.0,59.0,89.0,269.0,40.0,40.0,1.0,93,2.0,240.0,92640.0,4.5,4.48,4.53,4.78,4.45,4.63,4.48,t,12.0,0.0,12.0,0.0,5.41,Oslo,Hotel,Hotel,Hotel,1
31212,within an hour,100%,79%,t,2.0,3.0,t,Nordre Aker,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,900.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,29.0,59.0,89.0,179.0,15.0,15.0,1.0,93,5.0,90.0,81000.0,4.87,4.87,4.8,4.87,5.0,4.87,4.87,f,2.0,2.0,0.0,0.0,5.91,Oslo,Entire Standard,Entire,Standard,1
31215,within an hour,100%,100%,f,1.0,2.0,t,Gamle Oslo,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,4.0,1268.0,2,20.0,2.0,2.0,20.0,20.0,2.0,20.0,t,2.0,2.0,8.0,9.0,7.0,7.0,0.0,9,1.0,42.0,53256.0,5.0,4.86,4.86,4.57,5.0,4.57,4.86,f,1.0,1.0,0.0,0.0,2.84,Oslo,Entire Standard,Entire,Standard,1
31218,within an hour,100%,100%,t,28.0,31.0,t,Sentrum,Entire Standard,Entire home/apt,5.0,1.0,1 bath,1.0,2.0,1510.0,2,28.0,1.0,2.0,28.0,28.0,2.0,28.0,t,2.0,16.0,28.0,48.0,11.0,11.0,1.0,29,2.0,66.0,99660.0,4.73,4.73,4.64,4.91,4.91,4.91,4.64,t,26.0,26.0,0.0,0.0,0.57,Oslo,Entire Standard,Entire,Standard,1
31219,within a few hours,100%,100%,f,1.0,2.0,t,Grünerløkka,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1044.0,1,130.0,1.0,1.0,130.0,130.0,1.0,130.0,t,5.0,5.0,5.0,44.0,6.0,6.0,0.0,5,1.0,36.0,37584.0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,f,1.0,1.0,0.0,0.0,3.17,Oslo,Entire Standard,Entire,Standard,1
31223,within an hour,100%,71%,f,2.0,3.0,t,Frogner,Hotel,Private room,1.0,1.0,1 private bath,1.0,0.0,800.0,3,90.0,3.0,3.0,90.0,90.0,3.0,90.0,t,28.0,58.0,88.0,88.0,2.0,2.0,1.0,88,0.0,12.0,9600.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,f,2.0,1.0,1.0,0.0,2.91,Oslo,Hotel,Hotel,Hotel,1
31224,within a day,75%,64%,t,1.0,1.0,f,Sagene,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1462.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,29.0,59.0,89.0,364.0,11.0,11.0,0.0,93,1.0,66.0,96492.0,4.82,4.91,4.18,4.91,5.0,5.0,4.82,f,1.0,1.0,0.0,0.0,2.05,Oslo,Entire Standard,Entire,Standard,1
31227,a few days or more,0%,3%,f,1.0,1.0,t,Sentrum,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1215.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,30.0,58.0,88.0,360.0,0.0,0.0,0.0,92,0.0,0.0,0.0,4.730543927655541,4.715508656255626,4.658173730053344,4.7651430950491065,4.894641280853339,4.775605014459098,4.694251055412159,f,1.0,1.0,0.0,0.0,1.05,Oslo,Entire Standard,Entire,Standard,0
31229,within an hour,100%,97%,t,1.0,1.0,t,Sagene,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1608.0,2,8.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,t,3.0,20.0,38.0,194.0,28.0,28.0,2.0,42,1.0,168.0,270144.0,4.71,4.79,4.71,4.75,4.89,4.75,4.68,f,1.0,1.0,0.0,0.0,1.9,Oslo,Entire Standard,Entire,Standard,1
31232,a few days or more,10%,37%,f,1.0,1.0,t,Ullern,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1151.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,11.0,37.0,67.0,67.0,20.0,20.0,1.0,67,4.0,120.0,138120.0,4.8,4.85,4.65,5.0,4.9,5.0,4.9,f,1.0,1.0,0.0,0.0,4.2,Oslo,Entire Standard,Entire,Standard,1
31233,within a few hours,77%,84%,f,2.0,5.0,t,Sentrum,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1100.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,20.0,44.0,74.0,190.0,20.0,20.0,4.0,77,0.0,120.0,132000.0,4.8,4.75,4.9,4.7,4.8,4.9,4.75,f,2.0,2.0,0.0,0.0,0.56,Oslo,Entire Standard,Entire,Standard,1
31234,within an hour,100%,28%,f,1.0,1.0,t,Sagene,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,855.0,2,28.0,2.0,2.0,28.0,28.0,2.0,28.0,t,14.0,14.0,14.0,134.0,6.0,6.0,0.0,14,0.0,36.0,30780.0,5.0,5.0,5.0,5.0,5.0,5.0,4.83,f,1.0,1.0,0.0,0.0,3.43,Oslo,Entire Standard,Entire,Standard,1
31235,within a few hours,77%,84%,f,2.0,5.0,t,Gamle Oslo,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,2.0,1394.0,2,365.0,1.0,2.0,365.0,365.0,2.0,365.0,t,10.0,10.0,10.0,10.0,46.0,46.0,5.0,10,1.0,255.0,355470.0,4.8,4.78,4.83,4.76,4.87,4.54,4.78,f,2.0,2.0,0.0,0.0,0.47,Oslo,Entire Standard,Entire,Standard,1
31239,within an hour,100%,99%,f,37.0,46.0,t,Frogner,Hotel,Private room,2.0,1.0,1 shared bath,1.0,2.0,572.0,7,365.0,2.0,21.0,1125.0,1125.0,10.7,1125.0,t,6.0,6.0,12.0,287.0,13.0,13.0,0.0,16,4.0,182.0,104104.0,4.77,4.62,4.77,4.85,4.77,4.69,4.62,t,33.0,17.0,12.0,4.0,1.82,Oslo,Hotel,Hotel,Hotel,1
31241,within an hour,99%,99%,f,90.0,223.0,t,Grünerløkka,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,3.0,1710.0,1,365.0,1.0,3.0,365.0,365.0,2.9,365.0,t,18.0,40.0,60.0,331.0,24.0,24.0,2.0,63,5.0,144.0,246240.0,4.67,4.92,4.63,4.88,4.79,4.67,4.71,t,18.0,18.0,0.0,0.0,1.74,Oslo,Entire Standard,Entire,Standard,1
31242,within a few hours,75%,89%,f,8.0,8.0,f,Gamle Oslo,Entire Alternative,Entire home/apt,5.0,1.0,1 bath,3.0,5.0,3222.0,1,365.0,1.0,3.0,365.0,365.0,1.3,365.0,t,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,2.0,12.0,38664.0,4.5,4.5,4.5,5.0,5.0,4.5,4.5,t,8.0,2.0,6.0,0.0,0.42,Oslo,Entire Alternative,Entire,Alternative,1
31243,within a few hours,75%,89%,f,8.0,8.0,f,Gamle Oslo,Entire Alternative,Entire home/apt,3.0,1.0,1 bath,2.0,3.0,4750.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0590532803838215,4.40311573602972,4.418102927664585,4.4691676740957735,4.594154282597796,4.708285432698363,4.346006103104397,t,8.0,2.0,6.0,0.0,0.42,Oslo,Entire Alternative,Entire,Alternative,0
31244,within an hour,100%,94%,t,1.0,2.0,t,Frogner,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,3.0,1566.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,29.0,57.0,77.0,344.0,32.0,32.0,3.0,77,1.0,192.0,300672.0,5.0,5.0,5.0,5.0,5.0,4.94,4.97,f,1.0,1.0,0.0,0.0,2.04,Oslo,Entire Standard,Entire,Standard,1
31246,within a few hours,100%,100%,t,1.0,2.0,t,Grünerløkka,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1368.0,4,30.0,1.0,6.0,30.0,30.0,4.2,30.0,t,1.0,1.0,28.0,35.0,13.0,13.0,0.0,32,3.0,104.0,142272.0,4.92,5.0,4.69,4.85,4.92,4.69,4.92,f,1.0,1.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard,1
31247,within an hour,100%,88%,f,1.0,1.0,t,Gamle Oslo,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1358.0,3,12.0,3.0,3.0,12.0,12.0,3.0,12.0,t,2.0,30.0,54.0,74.0,26.0,26.0,3.0,54,2.0,156.0,211848.0,4.77,4.77,4.65,4.96,4.92,4.81,4.77,f,1.0,1.0,0.0,0.0,0.73,Oslo,Entire Standard,Entire,Standard,1
31248,a few days or more,10%,0%,f,1.0,1.0,t,Gamle Oslo,Entire Standard,Entire home/apt,4.0,1.0,1 bath,3.0,3.0,1290.0,1,15.0,1.0,1.0,15.0,15.0,1.0,15.0,t,29.0,54.0,84.0,353.0,0.0,0.0,0.0,88,0.0,0.0,0.0,4.83438935009555,4.880510022089771,4.749311170737993,4.79223348210576,4.878429697584898,4.7594858160140685,4.672781173067998,f,1.0,1.0,0.0,0.0,2.31,Oslo,Entire Standard,Entire,Standard,0
31249,within an hour,100%,82%,f,1.0,1.0,t,Sagene,Entire Standard,Entire home/apt,6.0,1.0,1 bath,3.0,3.0,2389.0,2,31.0,2.0,2.0,31.0,31.0,2.0,31.0,t,25.0,55.0,85.0,175.0,8.0,8.0,0.0,89,0.0,48.0,114672.0,4.88,5.0,4.75,4.88,4.88,4.88,4.63,f,1.0,1.0,0.0,0.0,2.4,Oslo,Entire Standard,Entire,Standard,1
31250,within a few hours,100%,13%,f,1.0,1.0,t,Nordstrand,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,920.0,3,31.0,3.0,3.0,31.0,31.0,3.0,31.0,t,28.0,58.0,88.0,363.0,1.0,1.0,0.0,92,0.0,6.0,5520.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,f,1.0,1.0,0.0,0.0,7.67,Oslo,Entire Standard,Entire,Standard,1
31251,within an hour,100%,96%,t,1.0,1.0,t,Sagene,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,649.0,2,6.0,2.0,3.0,1125.0,1125.0,2.0,1125.0,t,15.0,42.0,64.0,239.0,36.0,36.0,7.0,64,0.0,216.0,140184.0,4.89,4.86,4.81,5.0,4.97,4.86,4.78,f,1.0,1.0,0.0,0.0,3.36,Oslo,Entire Standard,Entire,Standard,1
31252,within an hour,100%,98%,t,1.0,4.0,t,St. Hanshaugen,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,578.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,7.0,24.0,54.0,232.0,78.0,78.0,7.0,58,10.0,255.0,147390.0,4.83,4.79,4.79,4.75,4.87,4.86,4.82,f,1.0,1.0,0.0,0.0,1.21,Oslo,Entire Standard,Entire,Standard,1
31254,within an hour,100%,90%,f,1.0,1.0,t,Søndre Nordstrand,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,875.0,2,7.0,2.0,2.0,7.0,7.0,2.0,7.0,t,14.0,44.0,65.0,65.0,7.0,7.0,2.0,65,0.0,42.0,36750.0,5.0,5.0,4.86,5.0,5.0,4.71,4.71,f,1.0,1.0,0.0,0.0,7.36,Oslo,Entire Standard,Entire,Standard,1
31256,within an hour,100%,74%,f,1.0,1.0,f,Sagene,Hotel,Private room,2.0,2.0,2 shared baths,1.0,1.0,678.0,2,6.0,2.0,2.0,6.0,6.0,2.0,6.0,t,21.0,46.0,76.0,76.0,26.0,26.0,1.0,76,7.0,156.0,105768.0,4.96,4.96,4.96,4.92,4.92,4.92,4.96,f,1.0,0.0,1.0,0.0,2.24,Oslo,Hotel,Hotel,Hotel,1
31259,within an hour,90%,54%,f,1.0,1.0,f,St. Hanshaugen,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1140.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,0.0,0.0,29.0,304.0,21.0,21.0,1.0,33,7.0,126.0,143640.0,5.0,4.9,4.62,4.86,5.0,4.9,4.9,f,1.0,1.0,0.0,0.0,1.28,Oslo,Entire Standard,Entire,Standard,1
31260,within a day,100%,100%,f,1.0,2.0,t,Bjerke,Entire Standard,Entire home/apt,1.0,0.0,0 baths,1.0,1.0,710.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,30.0,60.0,90.0,365.0,0.0,0.0,0.0,94,0.0,0.0,0.0,4.3914732568428265,4.215587109881717,4.106137080933548,3.8667191244199324,4.115752868375582,4.218449857611842,4.262011197414409,f,1.0,1.0,0.0,0.0,5.37,Oslo,Entire Standard,Entire,Standard,0
31262,within an hour,100%,99%,f,37.0,46.0,t,Grünerløkka,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,7600.0,7,365.0,1.0,21.0,1125.0,1125.0,9.9,1125.0,t,30.0,60.0,90.0,365.0,20.0,20.0,0.0,94,4.0,255.0,1938000.0,4.9,4.75,4.85,4.85,4.9,5.0,4.9,t,33.0,17.0,12.0,4.0,1.66,Oslo,Entire Standard,Entire,Standard,1
31263,within an hour,90%,23%,f,1.0,1.0,t,Frogner,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1080.0,3,50.0,3.0,3.0,50.0,50.0,3.0,50.0,t,20.0,44.0,74.0,349.0,5.0,5.0,0.0,78,0.0,30.0,32400.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,1.0,1.0,0.0,0.0,2.85,Oslo,Entire Standard,Entire,Standard,1
31264,within a day,100%,26%,f,1.0,1.0,t,Alna,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1046.0,2,31.0,2.0,2.0,31.0,31.0,2.0,31.0,t,28.0,54.0,84.0,359.0,5.0,5.0,0.0,88,0.0,30.0,31380.0,5.0,5.0,5.0,4.8,5.0,5.0,4.8,f,1.0,1.0,0.0,0.0,3.74,Oslo,Entire Standard,Entire,Standard,1
31265,within a few hours,100%,75%,f,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,1047.0,4,90.0,1.0,14.0,90.0,90.0,4.8,90.0,t,2.0,16.0,27.0,270.0,2.0,2.0,0.0,31,0.0,16.0,16752.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.99,Oslo,Entire Standard,Entire,Standard,1
31266,within a day,74%,2%,f,13.0,13.0,t,Grünerløkka,Hotel,Private room,2.0,3.0,3 shared baths,1.0,1.0,543.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,30.0,60.0,90.0,365.0,0.0,0.0,0.0,94,0.0,0.0,0.0,4.678585340723107,4.603196002886003,4.634293895668509,4.392912461281409,4.446131034105264,4.750301769559053,4.261327020872866,f,13.0,0.0,13.0,0.0,1.03,Oslo,Hotel,Hotel,Hotel,0
31267,within an hour,100%,99%,t,11.0,11.0,t,Frogner,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,887.0,1,365.0,1.0,2.0,1125.0,1125.0,1.3,1125.0,t,10.0,39.0,69.0,249.0,46.0,46.0,5.0,73,4.0,255.0,226185.0,4.67,4.65,4.59,4.85,4.91,4.87,4.57,t,10.0,10.0,0.0,0.0,1.64,Oslo,Entire Standard,Entire,Standard,1
31268,within an hour,100%,99%,t,11.0,11.0,t,Frogner,Entire Standard,Entire home/apt,13.0,2.0,2 baths,6.0,6.0,7106.0,1,365.0,1.0,2.0,365.0,365.0,1.3,365.0,t,0.0,0.0,0.0,51.0,6.0,6.0,0.0,0,0.0,36.0,255816.0,5.0,4.83,5.0,5.0,5.0,5.0,5.0,f,10.0,10.0,0.0,0.0,1.59,Oslo,Entire Standard,Entire,Standard,1
31269,within an hour,100%,75%,f,1.0,2.0,f,St. Hanshaugen,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1062.0,4,10.0,4.0,4.0,10.0,10.0,4.0,10.0,t,0.0,0.0,0.0,91.0,2.0,2.0,0.0,0,0.0,16.0,16992.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,1.0,1.0,0.0,0.0,1.28,Oslo,Entire Standard,Entire,Standard,1
31270,within a few hours,100%,29%,f,1.0,2.0,f,Gamle Oslo,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2184.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,30.0,60.0,90.0,365.0,4.0,4.0,0.0,94,0.0,24.0,52416.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,f,1.0,1.0,0.0,0.0,0.8,Oslo,Entire Standard,Entire,Standard,1
31272,a few days or more,10%,0%,f,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,2.0,1.0,1 bath,2.0,1.0,1044.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,30.0,60.0,90.0,365.0,0.0,0.0,0.0,94,0.0,0.0,0.0,4.6281198928254526,4.658870332865055,4.571391456345598,4.832208073943356,4.699697647639564,4.340416987667018,4.56586424094417,f,1.0,1.0,0.0,0.0,2.9,Oslo,Entire Standard,Entire,Standard,0
31274,within a day,100%,64%,t,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,3228.0,4,31.0,4.0,4.0,31.0,31.0,4.0,31.0,t,30.0,60.0,90.0,180.0,12.0,12.0,0.0,94,10.0,96.0,309888.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.68,Oslo,Entire Standard,Entire,Standard,1
